binarize,average,distribution,sample_size,stat,pvalue
True,True,same_mean,70.0,0.0041349663537411365,0.256149767639666
True,True,same_mean,70.0,-0.01346436120080556,0.8105003798961176
True,True,same_mean,70.0,-0.015997710962067046,1.0
True,True,same_mean,70.0,0.04099338514913612,0.049170085086031184
True,True,same_mean,70.0,-0.00679587634084729,0.4690179747299098
True,True,same_mean,70.0,0.005879232264163307,0.23479987507483208
True,True,same_mean,70.0,-0.009488535000192621,0.5622621484775651
True,True,same_mean,70.0,0.026934467355482394,0.08938510003729801
True,True,same_mean,70.0,-0.007439952690385764,0.48878340545656207
True,True,same_mean,70.0,0.016655522484482023,0.141103221620824
True,True,same_mean,70.0,0.0015811603133866474,0.29193391395018753
True,True,same_mean,70.0,-0.016453553871084485,1.0
True,True,same_mean,70.0,0.010408035151609254,0.18859458876878904
True,True,diff_mean,70.0,0.3597348278804063,3.107957123555884e-07
True,True,diff_mean,70.0,0.3826308677164826,1.356320021007678e-07
True,True,diff_mean,70.0,0.33321938487844843,8.136095345110737e-07
True,True,diff_mean,70.0,0.3225233428273255,1.2003632389483949e-06
True,True,diff_mean,70.0,0.42991760285923164,2.4580069462003756e-08
True,True,diff_mean,70.0,0.31331243897897826,1.6784573439626975e-06
True,True,diff_mean,70.0,0.27179739894139204,7.640360409814214e-06
True,True,diff_mean,70.0,0.2937664438376902,3.4227767910167165e-06
True,True,diff_mean,70.0,0.45795641854602465,8.949859022204188e-09
True,True,diff_mean,70.0,0.3254475231064798,1.0792442990078925e-06
True,True,diff_mean,70.0,0.2822680300892878,5.209268385448702e-06
True,True,diff_mean,70.0,0.34510047581081826,5.284656633547128e-07
True,True,diff_mean,70.0,0.42404701723676924,3.037696441874359e-08
True,True,diff_mean,70.0,0.5000786668474858,1.9676068495489713e-09
True,True,diff_mean,70.0,0.4599903516456642,8.317941772442614e-09
True,True,diff_mean,70.0,0.21111381559862946,7.122716477948033e-05
True,True,diff_mean,70.0,0.35335094876087614,3.917472619083831e-07
True,True,diff_mean,70.0,0.4959045268388332,2.285960475632099e-09
True,True,diff_mean,70.0,0.5463132977102161,3.7441251823386435e-10
True,True,diff_mean,70.0,0.3804726399239714,1.4664886731333607e-07
True,True,diff_mean,70.0,0.3553265169524239,3.6466107097727586e-07
True,True,diff_mean,70.0,0.36200689699087785,2.8622584052000055e-07
True,True,diff_mean,70.0,0.4029053769535924,6.516554962560704e-08
True,True,diff_mean,70.0,0.3651273046678688,2.556228819717347e-07
True,True,diff_mean,70.0,0.3876184520711428,1.1324106612306428e-07
True,True,diff_mean,70.0,0.40086818112979344,7.014296864210338e-08
True,True,diff_mean,70.0,0.3217379948025851,1.2351541115774951e-06
True,True,diff_mean,70.0,0.338637960296633,6.682250581760177e-07
True,True,diff_mean,70.0,0.2210533954237268,4.932865178819902e-05
True,True,diff_mean,70.0,0.3483859310464381,4.690648194909166e-07
True,True,diff_mean,70.0,0.34049065370696435,6.24743337486777e-07
True,True,diff_mean,70.0,0.3266990673336587,1.0312253012143814e-06
True,True,diff_mean,70.0,0.34568217629475806,5.174246509180252e-07
True,True,diff_mean,70.0,0.19748425688781782,0.00011803030148042666
True,True,diff_mean,70.0,0.5155424983967551,1.1291793254402584e-09
True,True,diff_mean,70.0,0.4860009486994724,3.2632504221480368e-09
True,True,diff_mean,70.0,0.24814040125724918,1.819159231031466e-05
True,True,diff_mean,70.0,0.3948706625525766,8.712035986202229e-08
True,True,diff_mean,70.0,0.490121978721709,2.8139567150851115e-09
True,True,diff_mean,70.0,0.352321351401087,4.066539724736429e-07
True,True,diff_mean,70.0,0.3641338001956186,2.6499283425987654e-07
True,True,diff_mean,70.0,0.6228072375027691,2.421232869408674e-11
True,True,diff_mean,70.0,0.3226243950243624,1.195958586928866e-06
True,True,diff_mean,70.0,0.4840894516323359,3.495385724458799e-09
True,True,diff_mean,70.0,0.3061195462118879,2.181283251327263e-06
True,True,diff_mean,70.0,0.45975908895214296,8.387479286346624e-09
True,True,diff_mean,70.0,0.2577129023319209,1.2801330773607057e-05
True,True,diff_mean,70.0,0.30262757355692477,2.4773870742905735e-06
True,True,diff_mean,70.0,0.21644860071492095,5.847526860891995e-05
True,True,diff_mean,70.0,0.19834933326305168,0.00011430111528621119
True,True,equal,80.0,-0.010585072703312794,0.6955013810881476
True,True,equal,80.0,0.04671927070182562,0.029511212647648957
True,True,equal,80.0,-6.4146571895839e-05,0.3185554295629668
True,True,equal,80.0,0.0023428582855532835,0.27584883969753626
True,True,equal,80.0,-0.007816393642968886,0.5404596553292479
True,True,equal,80.0,0.09425398117600782,0.0034736484635694786
True,True,equal,80.0,0.012453403144570637,0.15768660253335615
True,True,equal,80.0,-0.004635500423792542,0.4276636113286578
True,True,equal,80.0,0.01828637564941602,0.11656265124516799
True,True,equal,80.0,-0.006782609451866963,0.49884570917083393
True,True,equal,80.0,-0.013045624715423464,1.0
True,True,equal,80.0,-0.011556266691667094,0.7834927915312496
True,True,equal,80.0,-0.011340277390924169,0.7606750103380037
True,True,equal,80.0,-0.005726319819316224,0.4616486784126467
True,True,equal,80.0,-0.014971183916526225,1.0
True,True,equal,80.0,0.006744590983611462,0.21468222634890433
True,True,equal,80.0,-0.0062396578564941204,0.47913680777604073
True,True,equal,80.0,0.011229805467422287,0.16825926340750624
True,True,equal,80.0,-0.007354040383533445,0.5211196681180723
True,True,equal,80.0,-0.011369416296868152,0.7636100401371938
True,True,equal,80.0,-0.01385839680479392,1.0
True,True,equal,80.0,0.03858787730676563,0.04321350809099393
True,True,equal,80.0,0.0039279330604755315,0.25162937879726915
True,True,equal,80.0,-0.01494466932494713,1.0
True,True,equal,80.0,-0.010487475974995247,0.6882357420121111
True,True,equal,80.0,0.06226993500257537,0.01445592474951104
True,True,equal,80.0,-0.011474506944753278,0.7745524102172678
True,True,equal,80.0,0.01753129203061485,0.12114125566625597
True,True,equal,80.0,-0.01748754614060083,1.0
True,True,equal,80.0,0.018648338934394017,0.11443589301486995
True,True,equal,80.0,0.007637980732929282,0.20434588825072256
True,True,equal,80.0,-0.0023197662733328425,0.3668170776273574
True,True,equal,80.0,0.031446521842358945,0.060789174364749454
True,True,equal,80.0,-0.01997181269689172,1.0
True,True,equal,80.0,0.0021141502841141666,0.27957965824892395
True,True,equal,80.0,0.011421761426982894,0.1665483033135145
True,True,equal,80.0,0.005005059964903371,0.23665580616504028
True,True,equal,80.0,-0.008569223974533625,0.5749548941791989
True,True,equal,80.0,-0.00763640424871542,0.5327793564972665
True,True,equal,80.0,0.009153727944953529,0.18811765756518062
True,True,equal,80.0,0.09778736567512979,0.002974589814942715
True,True,equal,80.0,0.024966264775479544,0.08340334307233262
True,True,equal,80.0,-0.004898933731651237,0.43550964008038784
True,True,equal,80.0,0.020558358828244097,0.10389781442609683
True,True,equal,80.0,0.01571424498772647,0.13299951953606312
True,True,equal,80.0,-0.01711680268049811,1.0
True,True,equal,80.0,-0.012355009959684263,0.9142339890871566
True,True,equal,80.0,-0.018540961479364484,1.0
True,True,equal,80.0,0.005446293170498008,0.23083588243265127
True,True,equal,80.0,-0.011217379993705754,0.7487202048747392
True,True,same_mean,80.0,0.0039714058079259856,0.2510030047342208
True,True,same_mean,80.0,0.05884230846548684,0.016893689530927174
True,True,same_mean,80.0,0.04054650344389128,0.0393957500883128
True,True,same_mean,80.0,0.05581479115569435,0.01939901926050322
True,True,same_mean,80.0,-0.0004315837201767485,0.32581172484415477
True,True,same_mean,80.0,0.013232343353641098,0.15135041276645034
True,True,same_mean,80.0,0.017740331012725787,0.11985409963066466
True,True,same_mean,80.0,-0.009098334001643454,0.6019043268941566
True,True,same_mean,80.0,-0.006630439911821092,0.49318744578794005
True,True,same_mean,80.0,0.005859560548764011,0.2255406746507219
True,True,same_mean,80.0,0.025026673631329474,0.08315492664776461
True,True,same_mean,80.0,0.04389977982201963,0.03365820942953282
True,True,same_mean,80.0,0.008824372229885023,0.19151171042464118
True,True,same_mean,80.0,0.07008995844105544,0.010156742978265361
True,True,same_mean,80.0,0.03456365035870033,0.05233297823822736
True,True,same_mean,80.0,-0.004431037073139728,0.42172003148551085
True,True,same_mean,80.0,-0.015295827395508277,1.0
True,True,same_mean,80.0,-0.019353466929018646,1.0
True,True,same_mean,80.0,-0.009492176003376302,0.6237544076597734
True,True,same_mean,80.0,-0.013434767177896066,1.0
True,True,same_mean,80.0,-0.02098692469295705,1.0
True,True,same_mean,80.0,-0.00838282093518056,0.5660277405240809
True,True,same_mean,80.0,-0.01735280822855695,1.0
True,True,same_mean,80.0,0.01032187223573123,0.17663038640729117
True,True,same_mean,80.0,0.012167693578811159,0.16008579358909603
True,True,same_mean,80.0,0.005161546390058043,0.23457164630741767
True,True,same_mean,80.0,0.08041701653813094,0.006402563802246179
True,True,same_mean,80.0,0.09790591379211737,0.0029591709214507405
True,True,same_mean,80.0,-0.00744109067565864,0.5246653800885497
True,True,same_mean,80.0,-0.008752860156965315,0.5840259012433167
True,True,same_mean,80.0,-0.00045206898198165525,0.32622267008617556
True,True,same_mean,80.0,-0.009028798623157605,0.5982152590152123
True,True,same_mean,80.0,-0.003450824265744321,0.3948564906623796
True,True,same_mean,80.0,0.015724765310690034,0.1329272448143651
True,True,same_mean,80.0,0.005092213780532864,0.23549229757841034
True,True,same_mean,80.0,-0.002783713474888841,0.3779672733821716
True,True,same_mean,80.0,-0.020864246782718893,1.0
True,True,same_mean,80.0,0.012885746775953765,0.154133394168933
True,True,same_mean,80.0,-0.014436976575653447,1.0
True,True,same_mean,80.0,-0.0019360473397705266,0.35793761904352994
True,True,same_mean,80.0,-0.012845954331045748,1.0
True,True,same_mean,80.0,0.015701954055482283,0.13308401397031847
True,True,same_mean,80.0,-0.00047070261919231903,0.32659706708723696
True,True,same_mean,80.0,-0.016153083197406368,1.0
True,True,same_mean,80.0,0.0009047120597768525,0.30040916236765713
True,True,same_mean,80.0,0.021978914247867458,0.09675020387220101
True,True,same_mean,80.0,-0.004535603025613017,0.4247440726764047
True,True,same_mean,80.0,0.0024698382324398575,0.273804481408376
True,True,same_mean,80.0,0.034452596227175884,0.05261177594910204
True,True,same_mean,80.0,0.009157655032368895,0.1880776131727438
True,True,diff_mean,80.0,0.3181556856566569,2.701049988006867e-07
True,True,diff_mean,80.0,0.275620293189711,1.5787342520330772e-06
True,True,diff_mean,80.0,0.30848085799648217,4.033017343425888e-07
True,True,diff_mean,80.0,0.28207787724130345,1.206871110065026e-06
True,True,diff_mean,80.0,0.32889264206060076,1.7318631871362435e-07
True,True,diff_mean,80.0,0.36662670601573083,3.64419739499307e-08
True,True,diff_mean,80.0,0.20955526684199632,2.500151003549215e-05
True,True,diff_mean,80.0,0.47895356494323493,3.6042270000266886e-10
True,True,diff_mean,80.0,0.4271490937041361,3.0184346488538884e-09
True,True,diff_mean,80.0,0.32250661032738465,2.2557560031200317e-07
True,True,diff_mean,80.0,0.4625782593105186,7.051798310846892e-10
True,True,diff_mean,80.0,0.33561208663746844,1.3116408434267383e-07
True,True,diff_mean,80.0,0.3215251339274407,2.3493010403495777e-07
True,True,diff_mean,80.0,0.27916340299640763,1.3623721276150892e-06
True,True,diff_mean,80.0,0.2307194571466268,1.028600849109557e-05
True,True,diff_mean,80.0,0.30271637189819867,5.122041480836483e-07
True,True,diff_mean,80.0,0.3721024330119872,2.9076469492370166e-08
True,True,diff_mean,80.0,0.2551971851755762,3.697167939164438e-06
True,True,diff_mean,80.0,0.2587460917920448,3.1884324413457564e-06
True,True,diff_mean,80.0,0.35869829315620955,5.054255691065035e-08
True,True,diff_mean,80.0,0.2163689123400923,1.8776718989886618e-05
True,True,diff_mean,80.0,0.40641140443857615,7.07924522028968e-09
True,True,diff_mean,80.0,0.4611814713816415,7.467478833646207e-10
True,True,diff_mean,80.0,0.3427644153220485,9.759312220904432e-08
True,True,diff_mean,80.0,0.5507279198313351,1.9126140852354996e-11
True,True,diff_mean,80.0,0.2967371714981693,6.564325923883434e-07
True,True,diff_mean,80.0,0.20892407982709485,2.5674009118694713e-05
True,True,diff_mean,80.0,0.3989144887611645,9.636874769274636e-09
True,True,diff_mean,80.0,0.4407557912242424,1.726306798608076e-09
True,True,diff_mean,80.0,0.45979191059524394,7.905350382581509e-10
True,True,diff_mean,80.0,0.539843729441515,2.9838081951533764e-11
True,True,diff_mean,80.0,0.48811816278799286,2.476140621128982e-10
True,True,diff_mean,80.0,0.34793241124667307,7.883048650208941e-08
True,True,diff_mean,80.0,0.23737023184085868,7.786375638363239e-06
True,True,diff_mean,80.0,0.2150918173776652,1.9811329376749834e-05
True,True,diff_mean,80.0,0.23668261167906154,8.013645911475013e-06
True,True,diff_mean,80.0,0.2534297418376899,3.980158274266871e-06
True,True,diff_mean,80.0,0.5658847988219475,1.029882546084415e-11
True,True,diff_mean,80.0,0.3349043261052591,1.3505937174188494e-07
True,True,diff_mean,80.0,0.34140361705677474,1.0323848111507715e-07
True,True,diff_mean,80.0,0.3997843603268592,9.298025180863046e-09
True,True,diff_mean,80.0,0.3867844096652776,1.5878366771035268e-08
True,True,diff_mean,80.0,0.4409701277074894,1.7111848316298141e-09
True,True,diff_mean,80.0,0.39770946825423426,1.0126808848456709e-08
True,True,diff_mean,80.0,0.28259582412649026,1.1811602160418321e-06
True,True,diff_mean,80.0,0.16958051730729826,0.0001353028341889423
True,True,diff_mean,80.0,0.4445957451913661,1.4745798142896895e-09
True,True,diff_mean,80.0,0.45773309476147317,8.601820398266577e-10
True,True,diff_mean,80.0,0.36881490855733584,3.32974067102385e-08
True,True,diff_mean,80.0,0.4505459142037108,1.1551278155389636e-09
True,True,equal,90.0,0.0013265227273793947,0.2900504771853175
True,True,equal,90.0,-0.0008660965781955484,0.3369369416170903
True,True,equal,90.0,-0.011259412056042247,1.0
True,True,equal,90.0,0.0021757721163406995,0.27415883124779705
True,True,equal,90.0,-0.014025632191122805,1.0
True,True,equal,90.0,0.023912157024595364,0.07582958840643603
True,True,equal,90.0,0.0013633578185118964,0.2893373427899188
True,True,equal,90.0,-0.0038516484048705412,0.41891692223345944
True,True,equal,90.0,-0.006372997220381708,0.5137457889406678
True,True,equal,90.0,0.00498702344348033,0.2287154428197456
True,True,equal,90.0,-0.006760105503715055,0.5314645476944211
True,True,equal,90.0,-0.011395425129000913,1.0
True,True,equal,90.0,0.012749994117465167,0.14280229920813342
True,True,equal,90.0,-0.016129899274066148,1.0
True,True,equal,90.0,-0.006715063847391735,0.5293473629365175
True,True,equal,90.0,0.041552065155663384,0.02947445273903532
True,True,equal,90.0,0.008217319765005384,0.18719474208587755
True,True,equal,90.0,0.015325241957357483,0.122954851377668
True,True,equal,90.0,0.0019240574457351056,0.2787518365012217
True,True,equal,90.0,-0.006350996107882233,0.51276999773981
True,True,equal,90.0,-0.011602334334696193,1.0
True,True,equal,90.0,-0.01009703443163978,0.7625726894859779
True,True,equal,90.0,0.013812428248149378,0.1342100618732529
True,True,equal,90.0,-0.0154144943227789,1.0
True,True,equal,90.0,0.009522778164921041,0.1729656549597181
True,True,equal,90.0,-0.007768897408133552,0.583381806642057
True,True,equal,90.0,0.007456729262875759,0.19611050938566607
True,True,equal,90.0,0.0006180311103634712,0.30421565017780383
True,True,equal,90.0,-0.01172051085168765,1.0
True,True,equal,90.0,-0.011875063059307652,1.0
True,True,equal,90.0,-0.008896443243630097,0.6552701957397759
True,True,equal,90.0,-0.002592938648507676,0.38125989725058906
True,True,equal,90.0,-0.005133541864821855,0.46327057552081063
True,True,equal,90.0,-0.005829471412768265,0.4905372670547342
True,True,equal,90.0,0.01509801100669648,0.12457631008659834
True,True,equal,90.0,-0.0071467148086886804,0.5502912480776814
True,True,equal,90.0,-0.00977071138305712,0.7283457438703621
True,True,equal,90.0,-0.012635881867565599,1.0
True,True,equal,90.0,0.006233075708412701,0.21152225326297147
True,True,equal,90.0,-0.010501022120594018,0.8147330043822187
True,True,equal,90.0,-0.013186566794861125,1.0
True,True,equal,90.0,0.0006891139392863809,0.30275486365172166
True,True,equal,90.0,0.015942206714227476,0.11866913504639912
True,True,equal,90.0,0.0028249237339510584,0.26274360603416325
True,True,equal,90.0,-0.0032083232152653875,0.3990288524259925
True,True,equal,90.0,0.009195844392320943,0.17640820861667264
True,True,equal,90.0,-0.013325574308419772,1.0
True,True,equal,90.0,-0.012823585221469066,1.0
True,True,equal,90.0,0.00022624602874246532,0.3124331233140404
True,True,equal,90.0,0.0002533768308905433,0.31185483476059267
True,True,same_mean,90.0,0.004420350340651494,0.23708698070622533
True,True,same_mean,90.0,0.0019825616350373615,0.27767573668191003
True,True,same_mean,90.0,0.010189720951819733,0.1661794820804277
True,True,same_mean,90.0,0.021436128779578803,0.08698780906898976
True,True,same_mean,90.0,-0.0012133272395339304,0.3452604590674636
True,True,same_mean,90.0,0.020029394229452158,0.09410891305656623
True,True,same_mean,90.0,-0.011485818262915443,1.0
True,True,same_mean,90.0,-0.00796794757946482,0.5948166740578432
True,True,same_mean,90.0,0.005652324393646805,0.21933615739083595
True,True,same_mean,90.0,-0.013388790719405604,1.0
True,True,same_mean,90.0,-0.0013571746026283357,0.34879004742790387
True,True,same_mean,90.0,0.022162802644112637,0.0835398471499597
True,True,same_mean,90.0,-0.006587103333385469,0.5234141511764075
True,True,same_mean,90.0,-0.004607458758452824,0.444231183240256
True,True,same_mean,90.0,-0.01559511559494095,1.0
True,True,same_mean,90.0,0.0019346079098781373,0.27855738824827914
True,True,same_mean,90.0,-0.01632769841453421,1.0
True,True,same_mean,90.0,-0.015920871293679043,1.0
True,True,same_mean,90.0,-0.01786370823145336,1.0
True,True,same_mean,90.0,0.015576525368906413,0.12118896599452969
True,True,same_mean,90.0,-0.014001217445288467,1.0
True,True,same_mean,90.0,-0.002397311315296157,0.3758469226346278
True,True,same_mean,90.0,-0.01512846083825253,1.0
True,True,same_mean,90.0,-0.00667338241737736,0.5274015684086819
True,True,same_mean,90.0,0.0010457221067147954,0.2955612553803314
True,True,same_mean,90.0,0.024842944453029054,0.07204224984964964
True,True,same_mean,90.0,-0.0026306490377590937,0.3823159764145243
True,True,same_mean,90.0,0.018575064285508733,0.10214328284129665
True,True,same_mean,90.0,0.10204586926539728,0.0014165467710621298
True,True,same_mean,90.0,-0.008526547780050112,0.6295947545693587
True,True,same_mean,90.0,0.026007832534170654,0.06758564826758531
True,True,same_mean,90.0,0.020073908914055687,0.0938741146838067
True,True,same_mean,90.0,0.007765532927281083,0.1924321625347899
True,True,same_mean,90.0,-0.0012388445864636639,0.3458830353630319
True,True,same_mean,90.0,-0.010219032509110704,0.7769087531740888
True,True,same_mean,90.0,-0.014526628385619625,1.0
True,True,same_mean,90.0,-0.003924757972958807,0.42126922154251434
True,True,same_mean,90.0,0.047144764052871956,0.022034879658900372
True,True,same_mean,90.0,0.010322312198859207,0.1648670048258469
True,True,same_mean,90.0,0.006064972677835358,0.2137495047280909
True,True,same_mean,90.0,0.0002845873633312615,0.3111913120834187
True,True,same_mean,90.0,0.034935184182270304,0.04177821659607428
True,True,same_mean,90.0,0.05480402990169491,0.014865298089045059
True,True,same_mean,90.0,0.015613466646497855,0.1209317405757156
True,True,same_mean,90.0,-0.007751990469987109,0.5824310964875482
True,True,same_mean,90.0,-0.005581275544127,0.48051899435385736
True,True,same_mean,90.0,-0.002672055952496459,0.38348035596120156
True,True,same_mean,90.0,-0.014829026102628451,1.0
True,True,same_mean,90.0,-0.010098376731570068,0.7627251593592614
True,True,same_mean,90.0,-0.007343625950355956,0.5603644089519038
True,True,diff_mean,90.0,0.21892849279977689,5.361610490136295e-06
True,True,diff_mean,90.0,0.292327030670793,1.7336362415589737e-07
True,True,diff_mean,90.0,0.44565100407795155,1.4400203628228263e-10
True,True,diff_mean,90.0,0.40667140418059,8.682549952675657e-10
True,True,diff_mean,90.0,0.42324084022641956,4.043644512281395e-10
True,True,diff_mean,90.0,0.552098257163108,1.0823306627192573e-12
True,True,diff_mean,90.0,0.2540855309481423,1.0318881349294532e-06
True,True,diff_mean,90.0,0.46682925406928644,5.433196900465438e-11
True,True,diff_mean,90.0,0.45599131214687944,8.946109472078838e-11
True,True,diff_mean,90.0,0.31185587476509874,6.991682329778151e-08
True,True,diff_mean,90.0,0.32952210981761126,3.079153332128754e-08
True,True,diff_mean,90.0,0.26932274379277926,5.064637302388959e-07
True,True,diff_mean,90.0,0.427832989457003,3.2722570900627907e-10
True,True,diff_mean,90.0,0.45718459003470846,8.46804780502148e-11
True,True,diff_mean,90.0,0.3297954072977203,3.040366175119681e-08
True,True,diff_mean,90.0,0.3451151841298494,1.4945544187322114e-08
True,True,diff_mean,90.0,0.32708164051790517,3.448250095537658e-08
True,True,diff_mean,90.0,0.3041071525568088,1.0022462501425096e-07
True,True,diff_mean,90.0,0.281009523358104,2.936756693964339e-07
True,True,diff_mean,90.0,0.4673239966736043,5.3109388326500563e-11
True,True,diff_mean,90.0,0.3852291811472307,2.33660731830917e-09
True,True,diff_mean,90.0,0.2000467791172792,1.304303497635611e-05
True,True,diff_mean,90.0,0.5414572172025859,1.7632415717758816e-12
True,True,diff_mean,90.0,0.3514332163297011,1.1153864318070425e-08
True,True,diff_mean,90.0,0.32934485238017475,3.104574842361583e-08
True,True,diff_mean,90.0,0.3553830104168528,9.289792859061453e-09
True,True,diff_mean,90.0,0.462769047007246,6.54907315615434e-11
True,True,diff_mean,90.0,0.39093725767353005,1.7950603982884203e-09
True,True,diff_mean,90.0,0.3363945033962962,2.2388668199772677e-08
True,True,diff_mean,90.0,0.2795320417779523,3.146099898328366e-07
True,True,diff_mean,90.0,0.17686180396695203,3.903871937168194e-05
True,True,diff_mean,90.0,0.43256390242306714,2.631278496319172e-10
True,True,diff_mean,90.0,0.4397877512461007,1.8864186464896662e-10
True,True,diff_mean,90.0,0.437335080546588,2.1120454653352824e-10
True,True,diff_mean,90.0,0.39905359645729127,1.234041292395322e-09
True,True,diff_mean,90.0,0.3713149237731158,4.445141613336098e-09
True,True,diff_mean,90.0,0.3277374381355174,3.344918973755076e-08
True,True,diff_mean,90.0,0.16520513835038345,6.790084684070543e-05
True,True,diff_mean,90.0,0.3852144840149205,2.3381944003470895e-09
True,True,diff_mean,90.0,0.3388525190431202,1.997767443997339e-08
True,True,diff_mean,90.0,0.45349106611447637,1.0037201926461992e-10
True,True,diff_mean,90.0,0.35691883801270635,8.65228832914882e-09
True,True,diff_mean,90.0,0.2841428770275464,2.537840591991989e-07
True,True,diff_mean,90.0,0.22344303508407928,4.336878790137594e-06
True,True,diff_mean,90.0,0.55734244189242,8.510032486206352e-13
True,True,diff_mean,90.0,0.4495942658257757,1.2009334802580823e-10
True,True,diff_mean,90.0,0.4177376740054513,5.211520935097199e-10
True,True,diff_mean,90.0,0.39970575520308294,1.1974460494120227e-09
True,True,diff_mean,90.0,0.48999999904038605,1.872254092539863e-11
True,True,diff_mean,90.0,0.307812879900689,8.436599070607926e-08
True,True,equal,100.0,-0.012287724161192165,1.0
True,True,equal,100.0,0.031126570324248596,0.04256344301569153
True,True,equal,100.0,-0.0012025460742021348,0.3482714238023623
True,True,equal,100.0,-0.011953781873368758,1.0
True,True,equal,100.0,-0.013553773480777125,1.0
True,True,equal,100.0,-0.011385922322365176,1.0
True,True,equal,100.0,-0.002020380049095204,0.37170339883186587
True,True,equal,100.0,0.012026226456761728,0.13777615250791958
True,True,equal,100.0,0.00607041850785149,0.20490812570998862
True,True,equal,100.0,-0.012948200463818057,1.0
True,True,equal,100.0,0.026630689653845234,0.0556310729374954
True,True,equal,100.0,-0.005224898054055399,0.48955226585024525
True,True,equal,100.0,0.03894890767713699,0.026936277414425287
True,True,equal,100.0,0.04959030982412064,0.01464208647706731
True,True,equal,100.0,0.04889164967044113,0.015234322498905476
True,True,equal,100.0,-0.008677702365985644,0.7161312545801959
True,True,equal,100.0,-0.010230219525200365,1.0
True,True,equal,100.0,0.00020566921956230433,0.3123845714114477
True,True,equal,100.0,-0.013681207189266709,1.0
True,True,equal,100.0,-0.0133743396535646,1.0
True,True,equal,100.0,0.013922302206133202,0.12193955478179357
True,True,equal,100.0,0.03713037727005032,0.029934711449661866
True,True,equal,100.0,-0.012800971588279182,1.0
True,True,equal,100.0,-0.005612101213723471,0.5077071084004409
True,True,equal,100.0,-0.01019613034031574,1.0
True,True,equal,100.0,-0.004762912672786051,0.46926391563330183
True,True,equal,100.0,-0.00757250784310325,0.6222274995849184
True,True,equal,100.0,-0.01031567547490861,1.0
True,True,equal,100.0,-0.0004005816297807983,0.327201532345011
True,True,equal,100.0,0.011328924807650789,0.14416848218229467
True,True,equal,100.0,-0.012139512048543601,1.0
True,True,equal,100.0,-0.00127544754006965,0.3502764884020584
True,True,equal,100.0,0.0006760285492884621,0.3014875324782887
True,True,equal,100.0,-0.014887058244443653,1.0
True,True,equal,100.0,-0.010156925589924683,1.0
True,True,equal,100.0,-0.008164563885146294,0.6683454383456441
True,True,equal,100.0,-0.00360102159438399,0.423747792995968
True,True,equal,100.0,-0.008555412152584152,0.7038880055616381
True,True,equal,100.0,0.0175647068341195,0.0968617098184413
True,True,equal,100.0,-0.009256847431622547,0.7851543710820624
True,True,equal,100.0,-0.0033774147890299256,0.41576373097274444
True,True,equal,100.0,-0.007655561828149557,0.6282482037935957
True,True,equal,100.0,-0.0056775075061575786,0.5108873347738112
True,True,equal,100.0,-0.011282069378113345,1.0
True,True,equal,100.0,-0.005412650144167276,0.49821577345971146
True,True,equal,100.0,0.0028204320624335474,0.25751948107434297
True,True,equal,100.0,0.02032172382508505,0.0816286573455858
True,True,equal,100.0,-0.01323077481948801,1.0
True,True,equal,100.0,0.002286628465730034,0.2676672402486083
True,True,equal,100.0,-0.004332678999467705,0.45156042275850017
True,True,same_mean,100.0,0.018219426986565795,0.09298380037107967
True,True,same_mean,100.0,0.03769846792840138,0.028962402950352885
True,True,same_mean,100.0,-0.006624312995504507,0.56123598726516
True,True,same_mean,100.0,0.028307629698700758,0.050320021990585974
True,True,same_mean,100.0,0.008639388722034624,0.17217088544252684
True,True,same_mean,100.0,-0.01382570676632593,1.0
True,True,same_mean,100.0,-0.008754469685583506,0.7241478801288953
True,True,same_mean,100.0,0.012477101679050888,0.13381228183115668
True,True,same_mean,100.0,-0.01361822871501876,1.0
True,True,same_mean,100.0,0.008220191412452983,0.1770731207174029
True,True,same_mean,100.0,-0.009581408369108771,0.8378884685037371
True,True,same_mean,100.0,-0.008157965928812403,0.6677855099488545
True,True,same_mean,100.0,0.009785817359284632,0.15953989769958632
True,True,same_mean,100.0,-0.010544097754226244,1.0
True,True,same_mean,100.0,-0.00027171523948452575,0.323975776795855
True,True,same_mean,100.0,-0.0031166243869752033,0.4067304139539384
True,True,same_mean,100.0,0.00836348326385456,0.17537954947399545
True,True,same_mean,100.0,0.005166602280766997,0.2181256007311325
True,True,same_mean,100.0,-0.01628890876333267,1.0
True,True,same_mean,100.0,-0.009549486541030251,0.8319096423681807
True,True,same_mean,100.0,-0.010086071001436417,1.0
True,True,same_mean,100.0,-0.011147221468906428,1.0
True,True,same_mean,100.0,-0.004959614188808346,0.47773095931829
True,True,same_mean,100.0,0.005419954530414252,0.21432103021167
True,True,same_mean,100.0,0.02620848300436208,0.057059771732168266
True,True,same_mean,100.0,0.013675857449557169,0.12387850038460668
True,True,same_mean,100.0,-0.007322285347327634,0.604830624874261
True,True,same_mean,100.0,0.048649551070440764,0.015445252663929324
True,True,same_mean,100.0,-0.01095064169726753,1.0
True,True,same_mean,100.0,-0.0035228677750851005,0.4209314505527265
True,True,same_mean,100.0,0.03799232690160611,0.028472415015010064
True,True,same_mean,100.0,-0.002455300291264346,0.3850646912140282
True,True,same_mean,100.0,0.06339719879047429,0.0067447348829619376
True,True,same_mean,100.0,0.021023879641796743,0.0781775428129061
True,True,same_mean,100.0,0.012872879607657785,0.13043766565108453
