ROI,stat,pvalue,holm_pvalue,significant
83,0.8550083082361128,1.0071131433871232e-07,3.283188847442022e-05,True
307,0.8517426368435913,1.0629760480600148e-07,3.454672156195048e-05,True
127,0.8508346643381536,1.0790524306525119e-07,3.4961298753141386e-05,True
246,0.8448959057234174,1.1903830794143632e-07,3.844937346508393e-05,True
267,0.84028305842061,1.2847425845404317e-07,4.13687112222019e-05,True
104,0.8384150727974332,1.3250537125413403e-07,4.253422417257702e-05,True
54,0.838399362867029,1.3253980529343313e-07,4.253422417257702e-05,True
234,0.8370509765637951,1.3552894922106403e-07,4.3233734801519426e-05,True
158,0.8291556509531787,1.5443836870828406e-07,4.911140124923433e-05,True
258,0.824393040837874,1.671011644516256e-07,5.2971069131165315e-05,True
296,0.8193341884343129,1.8169336441518763e-07,5.741510315519929e-05,True
133,0.8178265342809226,1.8628434889873258e-07,5.867956990310076e-05,True
95,0.8140427535508064,1.9832504532249668e-07,6.227406423126395e-05,True
120,0.8133465364090413,2.006240577003685e-07,6.279533006021535e-05,True
89,0.8114124045226413,2.0715199496906737e-07,6.463142243034901e-05,True
8,0.8099260111231692,2.1231307736309048e-07,6.602936705992114e-05,True
71,0.8062782663119763,2.2553175011864785e-07,6.991484253678083e-05,True
226,0.8021521448423,2.414810314105267e-07,7.461763870585275e-05,True
290,0.7970483246380871,2.627825490266154e-07,8.093702510019756e-05,True
224,0.7919660760245169,2.858657091764041e-07,8.776077271715606e-05,True
240,0.7829475883186632,3.319448021174716e-07,0.00010157510944794631,True
97,0.7825608942470041,3.34079120379263e-07,0.00010189413171567522,True
63,0.7808945951602609,3.434345689548788e-07,0.00010440410896228316,True
179,0.7799445978679834,3.488854194966521e-07,0.00010571228210748559,True
252,0.7772037142155115,3.651028982426743e-07,0.00011026107526928764,True
202,0.7771768221101588,3.652657031664402e-07,0.00011026107526928764,True
245,0.7762704716121755,3.7079552081112856e-07,0.00011123865624333857,True
145,0.774863045194456,3.795493117290655e-07,0.00011348524420699058,True
321,0.7727568903957998,3.930375068042047e-07,0.00011712517702765301,True
123,0.7720750118438038,3.9750654046796184e-07,0.00011805944251898466,True
313,0.7693915235443695,4.155944215259467e-07,0.00012301594877168023,True
85,0.7683496375486522,4.228375423787038e-07,0.00012473707500171763,True
227,0.7680307598703645,4.250795507124539e-07,0.00012497338790946145,True
199,0.7678973921263191,4.2602078161617727e-07,0.00012497338790946145,True
121,0.7673757996506965,4.297219813820369e-07,0.00012547881856355477,True
283,0.7670115666331832,4.3232566323648387e-07,0.0001258067680018168,True
248,0.7664504306398148,4.363678704842845e-07,0.0001265466824404425,True
201,0.7658799564478631,4.405161894587174e-07,0.00012730917875356933,True
274,0.7657680556276553,4.413345253224578e-07,0.00012730917875356933,True
151,0.7634838998903036,4.583757781717133e-07,0.00013155384833528173,True
306,0.7627927402486329,4.636611308957661e-07,0.0001326070834361891,True
64,0.7626523559490549,4.647421033002508e-07,0.0001326070834361891,True
217,0.7612063433612284,4.760246538579502e-07,0.00013519100169565786,True
286,0.7600754381121088,4.850396078642165e-07,0.00013726620902557328,True
284,0.7596554477587719,4.884309544996177e-07,0.0001377375291688922,True
308,0.7576436127529844,5.050087849304877e-07,0.00014190746856546706,True
61,0.7561482624957526,5.176951436255365e-07,0.00014495464021515022,True
216,0.7549868606491744,5.27768377451613e-07,0.00014724737730900002,True
268,0.7529691092394953,5.457385557577267e-07,0.00015171531850064802,True
260,0.7518502212430357,5.559665180749359e-07,0.00015400272550675724,True
66,0.7483379128782665,5.893386426668304e-07,0.00016265746537604518,True
51,0.7470036936576694,6.02535740521997e-07,0.00016569732864354917,True
150,0.746011632603443,6.125401733405904e-07,0.00016783600749532176,True
214,0.7443576208021553,6.295917516224857e-07,0.0001718785481929386,True
57,0.7435032331776933,6.385854219682124e-07,0.00017369523477535378,True
101,0.7409410420557827,6.663360206472052e-07,0.0001805770615953926,True
218,0.7381538611105609,6.978984110579053e-07,0.0001884325709856344,True
287,0.7369901073146404,7.115165499384983e-07,0.00019108898281411997,True
229,0.7367948848004822,7.138269835529077e-07,0.00019108898281411997,True
20,0.7370873947984293,7.103679658517472e-07,0.00019108898281411997,True
105,0.7341125404976032,7.463446177389421e-07,0.0001985276683185586,True
319,0.7334950626180788,7.54038119892629e-07,0.0001998201017715467,True
225,0.732492417335565,7.667004041938639e-07,0.00020240890670718007,True
82,0.7317979632013937,7.755953486981963e-07,0.00020398157670762564,True
171,0.7296203820778601,8.041635436273683e-07,0.00021069084843037048,True
135,0.7283938822413035,8.207163729772051e-07,0.00021420697334705054,True
72,0.7269598174265821,8.405043021608106e-07,0.00021853111856181076,True
318,0.726206322035988,8.510924065096654e-07,0.00022043293328600334,True
25,0.7257605783740447,8.574188465242047e-07,0.0002212140624032448,True
77,0.7249838121329205,8.685563894455543e-07,0.00022321899208750746,True
86,0.7243628685611491,8.775639437407701e-07,0.00022465636959763713,True
249,0.7243423311859647,8.778634587828435e-07,0.00022465636959763713,True
156,0.7239974699815066,8.82908220697532e-07,0.00022465636959763713,True
323,0.7226812297851333,9.024313642836285e-07,0.00022831513516375802,True
254,0.7225113097590179,9.04983054620249e-07,0.00022831513516375802,True
81,0.7223096614849893,9.080205977557408e-07,0.00022831513516375802,True
241,0.7218291929119538,9.15299436457392e-07,0.000228824859114348,True
111,0.7215934128575323,9.188927494478573e-07,0.000228824859114348,True
41,0.7209151813435822,9.293081367892813e-07,0.00023046841792374176,True
78,0.7203257880558323,9.384553590526608e-07,0.0002317984736860072,True
207,0.7200664386374434,9.425089446074511e-07,0.00023185720037343296,True
87,0.7192392094517193,9.555560820727387e-07,0.00023411124010782098,True
278,0.7187125285872498,9.63957153831258e-07,0.00023520554553482694,True
314,0.7162472279516023,1.004276635399068e-06,0.00024403922240197353,True
42,0.7152598573496973,1.020895317098581e-06,0.0002470566667378566,True
119,0.7152452909809587,1.0211425404684274e-06,0.0002470566667378566,True
15,0.7148407470149694,1.0280325826113805e-06,0.0002470566667378566,True
142,0.7128660765465488,1.0623395461647793e-06,0.0002538991515333823,True
244,0.7126090258125347,1.0668890746972598e-06,0.0002539195997779478,True
143,0.7115312598737805,1.0861780891778694e-06,0.000257424207135155,True
282,0.709486192841565,1.1237458086442332e-06,0.00026520401084003905,True
146,0.708460149946774,1.1430822757961033e-06,0.0002686243348120843,True
220,0.707887655611031,1.1540159877635623e-06,0.0002700397411366736,True
289,0.7070358358041526,1.170478798777291e-06,0.00027272156011510883,True
170,0.7059170684626165,1.1924591709055224e-06,0.0002766505276500812,True
134,0.7048222758492743,1.2143692309825707e-06,0.0002805192923569738,True
88,0.7039532283259959,1.2320485580000906e-06,0.00028337116834002083,True
270,0.7036115539168342,1.2390698441697988e-06,0.00028374699431488393,True
317,0.7034423843892091,1.2425610563041991e-06,0.00028374699431488393,True
250,0.7031874617777466,1.2478406288996425e-06,0.00028374699431488393,True
144,0.7020105533767441,1.2725081874384482e-06,0.0002875868503610893,True
236,0.7012654584190491,1.2883773207429878e-06,0.0002898848971671723,True
113,0.6996689105727498,1.3230523214362243e-06,0.00029636372000171424,True
177,0.6990464299996781,1.3368240554943341e-06,0.0002981117643752365,True
65,0.6977206154471972,1.366637443241731e-06,0.0003033935123996643,True
124,0.6972522093296819,1.3773290812168e-06,0.0003043897269489128,True
69,0.695912914319168,1.4083643841213516e-06,0.00030984016450669736,True
232,0.6958695808784712,1.4093801741497824e-06,0.00030984016450669736,True
27,0.6936504708819126,1.4623932630307977e-06,0.0003188017313407139,True
19,0.6931931513125033,1.4735644601372426e-06,0.00031976348784978166,True
200,0.6920513725826966,1.5018303697928626e-06,0.00032439535987525834,True
235,0.6912809250779199,1.5212102567135694e-06,0.00032706020519341744,True
73,0.6890912670649048,1.5776695220325126e-06,0.0003376212777149577,True
1,0.6866920960497641,1.641947164396654e-06,0.0003497347460164873,True
183,0.6866169791209222,1.6440015307359152e-06,0.0003497347460164873,True
115,0.6864093631932187,1.649693021080108e-06,0.0003497347460164873,True
222,0.686370282873577,1.6507665596751948e-06,0.0003497347460164873,True
228,0.6832535105834804,1.7386802163730168e-06,0.00036338416522196053,True
110,0.6827343334269589,1.753774190942765e-06,0.00036478503171609515,True
204,0.6812175218176406,1.7986294568474344e-06,0.0003723162975674189,True
5,0.6802736866260798,1.8271196166387277e-06,0.0003763866410275779,True
194,0.6787162276158054,1.8751255889721625e-06,0.0003844007457392933,True
28,0.6784847303465229,1.8823683044242733e-06,0.0003844007457392933,True
118,0.6784117251927073,1.8846581877555464e-06,0.0003844007457392933,True
192,0.678195645409894,1.8914521447578663e-06,0.0003844007457392933,True
239,0.6752278625198731,1.987289494268572e-06,0.00039944518834798294,True
205,0.6748252439026936,2.000660995821586e-06,0.00040013219916431724,True
262,0.6728287925874973,2.068311147639871e-06,0.0004020158169769006,True
180,0.672940223559294,2.064475528123955e-06,0.0004020158169769006,True
271,0.67353278499803,2.0441982218672275e-06,0.0004020158169769006,True
297,0.6739790877584737,2.029057860359965e-06,0.0004020158169769006,True
292,0.6741159815159959,2.024436462347907e-06,0.0004020158169769006,True
147,0.6742423433139192,2.020179984808546e-06,0.0004020158169769006,True
269,0.6738581283129529,2.0331501377741595e-06,0.0004020158169769006,True
305,0.6719776792339581,2.097844538151453e-06,0.00040278615132507896,True
155,0.6716595299564835,2.1089925291944546e-06,0.0004028175730761408,True
298,0.6691516834451646,2.1989740605296475e-06,0.00041200341740011884,True
29,0.668700142870957,2.2155798191204046e-06,0.00041200341740011884,True
53,0.6692966938382302,2.1936677211179624e-06,0.00041200341740011884,True
38,0.6692028106833029,2.197101702613231e-06,0.00041200341740011884,True
62,0.6696982655026192,2.1790400245314934e-06,0.00041200341740011884,True
40,0.6699909862533276,2.168439038947994e-06,0.00041200341740011884,True
37,0.6694215393425853,2.1891095630958706e-06,0.00041200341740011884,True
161,0.6660048903397162,2.31734959561506e-06,0.000424074975997556,True
91,0.6656545652551095,2.330917401433069e-06,0.0004242269670608185,True
99,0.6650245826341372,2.355516943563321e-06,0.0004263485667849611,True
309,0.6642681050012693,2.3854002536071384e-06,0.00042937204564928494,True
164,0.6637067708429891,2.4078203266808844e-06,0.0004309998384758783,True
79,0.6630734409743556,2.4333698790912745e-06,0.0004327223326016489,True
255,0.6631313041070621,2.4310243404587017e-06,0.0004327223326016489,True
16,0.6622243682528245,2.4680501162585035e-06,0.0004343768204614966,True
175,0.6611868482632284,2.5111013436535853e-06,0.00043944273513937744,True
203,0.6607928296236558,2.527647580649781e-06,0.0004398106790330619,True
93,0.6601095346547535,2.5566012950452467e-06,0.0004422920240428277,True
74,0.6599815743005563,2.562060321197852e-06,0.0004422920240428277,True
273,0.659919918898041,2.5646948284002333e-06,0.0004422920240428277,True
75,0.6597788170380433,2.5707342781977545e-06,0.0004422920240428277,True
316,0.6596510137765371,2.5762168342154427e-06,0.0004422920240428277,True
301,0.6594028831039667,2.586894763276209e-06,0.0004422920240428277,True
196,0.6577969371578786,2.6570861183542734e-06,0.0004437333817651637,True
137,0.6559160934893885,2.741725814549194e-06,0.00045320434816388056,True
32,0.6554462464667385,2.763288327806925e-06,0.00045320434816388056,True
76,0.6561699351274748,2.7301466756860276e-06,0.00045320434816388056,True
320,0.6523365124009515,2.9103560763560368e-06,0.0004541408366809768,True
126,0.6526971991051808,2.8929033584340027e-06,0.0004541408366809768,True
230,0.6527999150199973,2.887952432025877e-06,0.0004541408366809768,True
109,0.6535226963842017,2.8533537770893196e-06,0.0004541408366809768,True
165,0.6535737407045816,2.8509261287160478e-06,0.0004541408366809768,True
108,0.6528671857825291,2.8847145764199624e-06,0.0004541408366809768,True
140,0.6543869068696806,2.8125305290895105e-06,0.0004541408366809768,True
197,0.6545593121747048,2.804456891755276e-06,0.0004541408366809768,True
310,0.6545875770587211,2.803135484453731e-06,0.0004541408366809768,True
237,0.654952304439647,2.7861401023372808e-06,0.0004541408366809768,True
17,0.6536396917352324,2.847792591042703e-06,0.0004541408366809768,True
257,0.6487926561490791,3.0875541106117798e-06,0.00046930822481299053,True
281,0.648505515690738,3.1023770691841834e-06,0.00046930822481299053,True
174,0.6480538004914608,3.1258404665750797e-06,0.00046930822481299053,True
107,0.6441860246150716,3.334175014743858e-06,0.0004944518184299289,True
168,0.6444690486316329,3.318468580066637e-06,0.0004944518184299289,True
261,0.64346933236132,3.3742823064246494e-06,0.000495781381309767,True
190,0.643498112022263,3.3726624578895714e-06,0.000495781381309767,True
300,0.6422581805581055,3.4431637683084553e-06,0.000499258746404726,True
238,0.6412165004564594,3.503534506722312e-06,0.0005045089689680129,True
31,0.640722727018742,3.532521163512677e-06,0.0005051505263823128,True
7,0.6399235024785229,3.5799500033437074e-06,0.0005083529004748065,True
122,0.6388041389458455,3.647453183465186e-06,0.0005142908988685913,True
4,0.6378999152905281,3.702913872156858e-06,0.0005184079421019601,True
173,0.637547497155007,3.724757963629668e-06,0.0005184079421019601,True
21,0.6370078050537902,3.7584608422053095e-06,0.0005186675962243327,True
30,0.6353854602215188,3.861627445953945e-06,0.0005290429600956905,True
160,0.6270898855432335,4.43529160856202e-06,0.0005349661716049558,True
187,0.6270981690067621,4.434678089984252e-06,0.0005349661716049558,True
231,0.6285250993358243,4.3302527486476575e-06,0.0005349661716049558,True
272,0.6286611212023386,4.320428168751114e-06,0.0005349661716049558,True
215,0.6289822622329188,4.297321468523964e-06,0.0005349661716049558,True
24,0.6296612054723559,4.248877653263187e-06,0.0005349661716049558,True
148,0.631151855683593,4.144430802072141e-06,0.0005349661716049558,True
256,0.6312361532664246,4.138601813355449e-06,0.0005349661716049558,True
117,0.6292707431261133,4.27667048262336e-06,0.0005349661716049558,True
114,0.6317445074072946,4.103624250623802e-06,0.0005349661716049558,True
253,0.632303879685849,4.06547905166934e-06,0.0005349661716049558,True
106,0.632688581272522,4.039451845703449e-06,0.0005349661716049558,True
223,0.6316481430296459,4.110231786746114e-06,0.0005349661716049558,True
166,0.6329569678546458,4.021393077690861e-06,0.0005349661716049558,True
159,0.6331995017136689,4.005143540662426e-06,0.0005349661716049558,True
178,0.6337135741721677,3.970918682253399e-06,0.0005349661716049558,True
251,0.6341400595244121,3.942747854181229e-06,0.0005349661716049558,True
92,0.6342795930698542,3.933574791212911e-06,0.0005349661716049558,True
