roi,metric,statistic,pvalue
1118,adc,664481315.725903,0.0001849998150001
1161,fa,2147.56861005654,8.999991000009e-06
66,rd,27167232497.203,9.99999000001e-07
143,adc,46768487115.7352,9.99999000001e-07
45,fa,9813.15991651275,9.99999000001e-07
1077,rd,47050229220.5416,9.99999000001e-07
1096,volume_mm3,1488.67982464862,9.99999000001e-07
1112,rd,7387695958.27284,2.6999973000027e-05
1047,adc,3102684889.65612,1.5999984000016e-05
156,volume_mm3,27931.744614162,9.99999000001e-07
1132,volume_mm3,3436.09949491429,9.99999000001e-07
1091,fa,11536.9107640824,9.99999000001e-07
37,adc,7615288205.83084,1.1999988000012e-05
80,fa,152.708478775408,0.127171872828127
1012,adc,8717694364.82631,0.0025279974720025
137,rd,198719423903.157,9.99999000001e-07
1020,fa,4783.19611994927,2.7999972000028e-05
16,volume_mm3,0.597028593394133,0.113066886933113
1083,adc,12235199505.0527,9.99999000001e-07
1148,rd,938739892.458693,9.99999000001e-07
151,fa,6726.68285410119,9.99999000001e-07
102,rd,246964039299.96,9.99999000001e-07
115,fa,3394.70150442709,2.999997000003e-06
1026,volume_mm3,47.9362780394923,9.99999000001e-07
8,fa,14640.758545061,9.99999000001e-07
87,volume_mm3,7756.25302774955,9.99999000001e-07
2,adc,16242002154.3614,9.99999000001e-07
1154,adc,7511982914.33932,9.99999000001e-07
1127,fa,164898.490844111,9.99999000001e-07
1062,volume_mm3,0.879739518137753,2.999997000003e-06
51,volume_mm3,0.125212180927062,9.99999000001e-06
108,adc,701866200.219762,1.7999982000018e-05
1043,rd,484410916189.105,9.99999000001e-07
73,adc,10592688052.5821,9.99999000001e-07
1007,rd,17486946728.9639,9.99999000001e-07
32,rd,215640498885.259,9.99999000001e-07
1056,fa,38298.6016709114,9.99999000001e-07
122,volume_mm3,3406.06006914338,9.99999000001e-07
144,adc,89475051098.8897,9.99999000001e-07
46,fa,5289.54383880951,0.0114409885590114
1119,adc,13115515609.8027,9.99999000001e-07
1162,fa,7997.0393781635,9.99999000001e-07
67,rd,3757121118.94645,9.99999000001e-07
1078,rd,9239692250.87399,1.999998000002e-05
1097,volume_mm3,5844.31212538394,9.99999000001e-07
157,volume_mm3,405.738183659006,9.99999000001e-07
1048,adc,5713775101.97457,0.0001059998940001
1133,volume_mm3,24.4001658954561,0.0002429997570002
1113,rd,524298506985.726,9.99999000001e-07
1092,fa,10262.8547365866,9.99999000001e-07
38,adc,31476843264.9482,9.99999000001e-07
81,fa,50478.3674421994,9.99999000001e-07
1013,adc,6410260825.65548,9.99999000001e-07
138,rd,4065876401.2892,0.0007439992560007
1021,fa,3597.9201783017,5.999994000006e-06
17,volume_mm3,19.1949404611314,3.999996000004e-06
1084,adc,25965116656.8882,9.99999000001e-07
103,rd,91496185844.303,9.99999000001e-07
1149,rd,788005784.214755,1.999998000002e-06
152,fa,8583.47366916582,9.99999000001e-07
116,fa,21160.1004373624,9.99999000001e-07
1027,volume_mm3,3.12430595047427,1.999998000002e-05
9,fa,6242.93161905282,9.99999000001e-07
88,volume_mm3,1644.23773093856,9.99999000001e-07
3,adc,35384877083.7104,9.99999000001e-07
1128,fa,5847.12174998538,9.99999000001e-07
1155,adc,2150544300.82418,1.3999986000014e-05
52,volume_mm3,750.64356981345,9.99999000001e-07
1063,volume_mm3,0.759360217903413,1.1999988000012e-05
1044,rd,43869891252.471,9.99999000001e-07
74,adc,3976413793.10525,9.99999000001e-07
109,adc,16429524830.1014,9.99999000001e-07
47,fa,16968.9176758133,9.99999000001e-07
1120,adc,622635714.894994,9.99999000001e-07
1008,rd,42347128253.0814,9.99999000001e-07
145,adc,93164218708.1841,9.99999000001e-07
33,rd,3346436081.07892,0.0238419761580238
123,volume_mm3,94.1524818562878,5.7999942000058e-05
1057,fa,36885.7412219227,9.99999000001e-07
1079,rd,67214805110.7212,9.99999000001e-07
68,rd,66211552510.7654,9.99999000001e-07
1163,fa,5284.48234685066,9.99999000001e-07
158,volume_mm3,120129.55650516,9.99999000001e-07
1098,volume_mm3,23548.0131508086,9.99999000001e-07
1093,fa,2431.69050168404,2.8999971000029e-05
1134,volume_mm3,746.10664774962,9.99999000001e-07
39,adc,44994882754.4732,9.99999000001e-07
1114,rd,11696852895.0247,5.6999943000057e-05
1049,adc,23261938655.112,9.99999000001e-07
82,fa,7607.21006060346,6.999993000007e-06
1014,adc,117481092237.568,9.99999000001e-07
139,rd,48821828660.8812,9.99999000001e-07
153,fa,1375.17050430332,0.0001709998290001
1022,fa,2059.76645271132,0.0002079997920002
18,volume_mm3,583.548282021803,0.0002669997330002
1085,adc,21617631122.2225,9.99999000001e-07
1150,rd,32268654211.6726,9.99999000001e-07
104,rd,40386055986.6268,0.0017169982830017
117,fa,6653.73772800794,9.99999000001e-07
1028,volume_mm3,2.25849331019958,1.999998000002e-05
10,fa,7565.4799699423,7.999992000008e-06
89,volume_mm3,0.463578157416514,9.99999000001e-07
4,adc,3647136291.98399,6.1999938000062e-05
53,volume_mm3,5.47753479540601,2.0999979000021e-05
1121,adc,10556240469.6176,9.99999000001e-07
1129,fa,15762.6182624222,9.99999000001e-07
1156,adc,28971750397.236,9.99999000001e-07
1045,rd,85932356996.2617,9.99999000001e-07
110,adc,36410653750.4558,9.99999000001e-07
1064,volume_mm3,0.0052496568929489,0.0072939927060072
75,adc,39565793201.0508,1.1999988000012e-05
48,fa,1042.72989925106,9.99999000001e-07
34,rd,19622123867.8674,7.999992000008e-06
1009,rd,6537282048.72441,9.99999000001e-07
124,volume_mm3,1191.19099425163,9.99999000001e-07
146,adc,129272042794.187,9.99999000001e-07
1080,rd,5223164695.1945,0.0001239998760001
1058,fa,585.193915332299,9.4999905000095e-05
1050,adc,96794062877.9146,9.99999000001e-07
69,rd,90316132576.6939,9.99999000001e-07
1094,fa,4540.50810242546,1.999998000002e-06
1164,fa,491.075964159831,0.0002069997930002
1099,volume_mm3,3.35730332168231,1.7999982000018e-05
159,volume_mm3,64796.8885119499,9.99999000001e-07
40,adc,8300722768.23204,9.99999000001e-07
1135,volume_mm3,27.4744577395304,9.99999000001e-07
1115,rd,213124716259.528,9.99999000001e-07
83,fa,20360.7668987083,9.99999000001e-07
1015,adc,12320575894.1077,9.99999000001e-07
140,rd,11454808359.2474,9.99999000001e-07
1023,fa,1591.40048596414,0.0001219998780001
154,fa,3622.71180971867,9.99999000001e-07
19,volume_mm3,0.365095934539354,7.999992000008e-06
1151,rd,55044591969.0549,9.99999000001e-07
1086,adc,4081830972.82629,9.99999000001e-07
105,rd,151383620026.749,9.99999000001e-07
118,fa,3067.31463200487,9.99999000001e-07
1029,volume_mm3,8.5581398366725,2.999997000003e-06
11,fa,2599.52118878336,9.99999000001e-07
90,volume_mm3,4055.33936592971,9.99999000001e-07
5,adc,8084136794.08175,8.999991000009e-06
54,volume_mm3,739.328394047705,9.99999000001e-07
1157,adc,33908139069.8815,0.0003369996630003
1130,fa,2556.53465167625,2.999997000003e-06
1122,adc,14860755669.2764,4.999995000005e-06
1046,rd,57703548345.0402,9.99999000001e-07
111,adc,268014952131.181,9.99999000001e-07
1065,volume_mm3,0.15730136461711,0.0477129522870477
1051,adc,3979032527.18257,0.0004509995490004
35,rd,7749031220.40861,0.0001729998270001
1010,rd,23858619069.7975,6.5999934000066e-05
76,adc,68483883005.9835,9.99999000001e-07
49,fa,1074.76751831665,9.99999000001e-07
125,volume_mm3,60.5941944055301,0.0112699887300113
1059,fa,3279.22070866291,9.99999000001e-07
1081,rd,102014862624.326,9.99999000001e-07
1095,fa,1941.46227972448,1.6999983000017e-05
147,adc,47466799696.8496,9.99999000001e-07
70,rd,22836773605.1229,9.99999000001e-07
1100,volume_mm3,21.2586689333428,0.0120679879320121
160,volume_mm3,677.860205182135,1.999998000002e-06
1165,fa,2574.3537046662,3.1999968000032e-05
1136,volume_mm3,5530.50765003778,9.99999000001e-07
41,adc,11365264390.1271,1.999998000002e-06
1116,rd,121429183484.334,9.99999000001e-07
1016,adc,9118950767.54268,5.999994000006e-06
84,fa,3656.06998621289,9.99999000001e-07
1024,fa,24093.5684670388,9.99999000001e-07
141,rd,59660855557.6513,9.99999000001e-07
155,fa,11338.8656567189,9.99999000001e-07
1152,rd,400662306.478227,9.99999000001e-07
106,rd,58513394667.7192,9.99999000001e-07
20,volume_mm3,1.77684418327472,0.0001039998960001
1087,adc,135724581707.562,9.99999000001e-07
119,fa,1567.40944493461,9.99999000001e-07
1030,volume_mm3,10830.292029441,9.99999000001e-07
12,fa,15599.4491553562,9.99999000001e-07
91,volume_mm3,0.0228514256357733,0.0015669984330015
6,adc,1896368778.76614,0.0001689998310001
55,volume_mm3,197.136767112461,9.99999000001e-07
1158,adc,6712389515.60658,4.3999956000044e-05
1123,adc,6753159879.99872,9.99999000001e-07
1131,fa,7952.68312150679,9.99999000001e-07
1011,rd,11704366608.9096,5.999994000006e-06
112,adc,94436843143.9721,9.99999000001e-07
1066,volume_mm3,5.94289052885196,0.001057998942001
1052,adc,8546598447.49804,9.99999000001e-07
126,volume_mm3,131.090867982944,0.0089459910540089
1047,rd,2809822313.13705,1.5999984000016e-05
77,adc,52446773573.3603,9.99999000001e-07
1082,rd,25240555683.18,9.99999000001e-07
36,rd,65389521830.0619,9.99999000001e-07
1117,rd,124896588830.474,9.99999000001e-07
50,fa,4141.58252697985,9.99999000001e-07
1060,fa,1547.11103104883,0.0007499992500007
1096,fa,3374.41540302739,9.99999000001e-07
1166,fa,8155.98756817565,8.3999916000084e-05
148,adc,1257731740.24809,9.99999000001e-07
161,volume_mm3,105.141514886507,9.99999000001e-07
1137,volume_mm3,1863.97994521147,9.99999000001e-07
42,adc,3629727077.66917,0.0007059992940007
1101,volume_mm3,12135.918574394,9.99999000001e-07
71,rd,4830292673.45619,5.999994000006e-05
1025,fa,24307.3787237255,9.99999000001e-07
85,fa,38265.9101946411,9.99999000001e-07
1017,adc,25125735714.2396,9.99999000001e-07
1153,rd,48760965086.3739,9.99999000001e-07
142,rd,108864370082.369,9.99999000001e-07
156,fa,8563.97793772413,9.99999000001e-07
107,rd,127961924026.952,9.99999000001e-07
21,volume_mm3,10.9531628591317,3.6999963000037e-05
1088,adc,27434020080.8917,9.99999000001e-07
120,fa,1915.96629300731,0.0001899998100001
1031,volume_mm3,668.390152952985,9.99999000001e-07
13,fa,2135.94762327564,9.99999000001e-07
92,volume_mm3,6875.4010357722,9.99999000001e-07
7,adc,26525826578.847,9.99999000001e-07
56,volume_mm3,3034.75345491095,0.0023409976590023
1083,rd,13580311693.337,9.99999000001e-07
1012,rd,6437323360.64784,0.0025279974720025
1124,adc,4398546945.5711,9.99999000001e-07
1048,rd,6315050776.51473,0.0001049998950001
1159,adc,4818134942.1134,9.99999000001e-07
1053,adc,5572277895.13472,9.99999000001e-07
1132,fa,1705.34984337169,9.99999000001e-07
1118,rd,1306047883.65148,0.0001849998150001
127,volume_mm3,2.70937046913829,0.0829289170710829
113,adc,40907011748.3593,1.999998000002e-06
1067,volume_mm3,723.773767778753,9.99999000001e-07
1061,fa,6259.06091085374,2.999997000003e-06
78,adc,9665500259.36851,9.99999000001e-07
51,fa,35388.4040044777,1.1999988000012e-05
37,rd,12176785613.8308,1.1999988000012e-05
1097,fa,17345.0285123126,9.99999000001e-07
1,rd,35334952925.3683,9.99999000001e-07
1138,volume_mm3,40374.072272507,9.99999000001e-07
1026,fa,6838.88632238429,9.99999000001e-07
1018,adc,5184023386.92456,1.999998000002e-06
162,volume_mm3,1427.65483505181,9.99999000001e-07
149,adc,27468986501.7759,9.99999000001e-07
43,adc,6484693110.66881,9.99999000001e-07
1102,volume_mm3,39349.0844151328,9.99999000001e-07
72,rd,44354619916.3664,9.99999000001e-07
86,fa,11356.2446387206,9.99999000001e-07
143,rd,24017159901.758,9.99999000001e-07
157,fa,12748.8627937499,9.99999000001e-07
1154,rd,9329881303.74472,9.99999000001e-07
108,rd,588252377.140285,1.7999982000018e-05
22,volume_mm3,2648.05489403989,9.99999000001e-07
1089,adc,4793057465.9107,9.99999000001e-07
121,fa,8892.76295048954,9.99999000001e-07
1032,volume_mm3,5.68161987620032,9.99999000001e-07
14,fa,46947.8566462146,9.99999000001e-07
8,adc,10359830227.3725,9.99999000001e-07
93,volume_mm3,5420.30483944383,9.99999000001e-07
57,volume_mm3,0.0006947938417356,3.8999961000039e-05
1119,rd,19432125402.2065,9.99999000001e-07
1049,rd,26083619456.6554,9.99999000001e-07
128,volume_mm3,256168.737959059,1.999998000002e-06
1084,rd,19801522988.9743,9.99999000001e-07
1013,rd,8792212016.8367,9.99999000001e-07
1160,adc,8934827998.45753,6.4999935000065e-05
1054,adc,2297162285.9698,1.1999988000012e-05
1125,adc,52299874105.107,9.99999000001e-07
1133,fa,2251.17913793837,0.0001299998700001
1062,fa,9028.67142630965,3.999996000004e-06
114,adc,76577935778.6619,9.99999000001e-07
1068,volume_mm3,153.433466942447,9.99999000001e-07
52,fa,7373.29396257382,9.99999000001e-07
1139,volume_mm3,25457.7910546245,9.99999000001e-07
1098,fa,40540.594200972,9.99999000001e-07
79,adc,812193642.226253,0.0147559852440148
1027,fa,6412.16991986379,1.999998000002e-06
38,rd,52384091210.9471,9.99999000001e-07
163,volume_mm3,215.276448474799,9.99999000001e-07
1019,adc,10443080248.7272,9.99999000001e-07
44,adc,818940314.983171,3.7999962000038e-05
2,rd,14892660496.0858,9.99999000001e-07
87,fa,7574.9146910705,9.99999000001e-07
150,adc,15870581103.4603,9.99999000001e-07
1103,volume_mm3,6981.50951761193,3.999996000004e-06
73,rd,15045571963.6602,9.99999000001e-07
158,fa,27013.8549197013,9.99999000001e-07
144,rd,203715331159.019,9.99999000001e-07
1155,rd,2833493403.0288,1.3999986000014e-05
109,rd,18601308929.8961,9.99999000001e-07
1090,adc,9627542876.49705,9.99999000001e-07
23,volume_mm3,100523.351673903,9.99999000001e-07
122,fa,6467.46490749843,9.99999000001e-07
1033,volume_mm3,0.136303085510344,0.911591088408912
15,fa,10278.4413127606,9.99999000001e-07
9,adc,13068807116.556,1.999998000002e-06
58,volume_mm3,18375.1165409339,9.99999000001e-07
1085,rd,25206656940.5709,9.99999000001e-07
94,volume_mm3,100476.950461205,9.99999000001e-07
1120,rd,1067174842.02443,9.99999000001e-07
1050,rd,439978285163.773,9.99999000001e-07
1014,rd,72087235055.1505,9.99999000001e-07
129,volume_mm3,2712.74524795293,9.99999000001e-07
1161,adc,31812730.5407448,3.999996000004e-06
1055,adc,11732454957.6377,3.999996000004e-06
1069,volume_mm3,18.4459338716338,9.99999000001e-07
115,adc,29140773256.9906,2.999997000003e-06
1126,adc,13838342032.7459,9.99999000001e-07
1063,fa,1206.17615913658,1.999998000002e-06
53,fa,3570.45588797397,2.3999976000024e-05
1140,volume_mm3,67.2446066063569,9.99999000001e-07
1134,fa,2039.3477396104,9.99999000001e-07
1099,fa,6258.38475562152,5.5999944000056e-05
1028,fa,3855.98919033534,1.999998000002e-06
45,adc,9493805052.19283,9.99999000001e-07
39,rd,61854534371.565,9.99999000001e-07
80,adc,1134124531.9886,0.128094871905128
1020,adc,8969037603.97068,2.6999973000027e-05
164,volume_mm3,20457.4225767697,9.99999000001e-07
88,fa,5526.0092169935,9.99999000001e-07
3,rd,48953235985.9837,9.99999000001e-07
151,adc,115302476077.986,9.99999000001e-07
1104,volume_mm3,1.55514298107345,0.0041409958590041
159,fa,1363.50859918282,9.99999000001e-07
1156,rd,18295845866.0051,9.99999000001e-07
74,rd,4568783112.28697,9.99999000001e-07
24,volume_mm3,2471.10793231261,9.99999000001e-07
145,rd,133273646794.439,9.99999000001e-07
110,rd,42328197269.1896,9.99999000001e-07
1091,adc,56189545724.6915,9.99999000001e-07
123,fa,2459.95295387406,2.1999978000022e-05
1034,volume_mm3,30.1793867143854,9.99999000001e-07
16,fa,1676.74233213626,0.0524319475680524
1121,rd,14525277654.3154,9.99999000001e-07
10,adc,16810743881.2181,8.999991000009e-06
1015,rd,14549447337.7235,9.99999000001e-07
1086,rd,5923880330.06995,9.99999000001e-07
59,volume_mm3,0.790689001012543,2.999997000003e-06
1051,rd,3714351732.40687,0.0004519995480004
95,volume_mm3,7.49101988625356,0.0395619604380396
130,volume_mm3,4872.71149066356,4.6999953000047e-05
1056,adc,20503920931.38,9.99999000001e-07
1100,fa,4341.96316493321,0.0114589885410115
1162,adc,98013783282.2611,9.99999000001e-07
1029,fa,2251.71379484921,9.99999000001e-07
1064,fa,7568.48699559792,3.8999961000039e-05
1127,adc,231452098853.93,9.99999000001e-07
1070,volume_mm3,608.796570035917,9.99999000001e-07
116,adc,67347298670.7901,9.99999000001e-07
54,fa,222524.21887341,9.99999000001e-07
1135,fa,3130.16361639162,9.99999000001e-07
1141,volume_mm3,187.034744576652,9.99999000001e-07
46,adc,4605641049.24916,0.0108559891440109
1021,adc,5380296421.78157,6.999993000007e-06
81,adc,36415976160.8033,9.99999000001e-07
89,fa,2580.85706547262,1.999998000002e-06
165,volume_mm3,208312.248901192,9.99999000001e-07
40,rd,10438236351.2462,9.99999000001e-07
4,rd,4826175865.40727,6.1999938000062e-05
160,fa,4004.03838948295,2.999997000003e-06
152,adc,761102154.655495,9.99999000001e-07
1157,rd,28201147466.6471,0.0003369996630003
1105,volume_mm3,142.501750939762,0.0014929985070014
146,rd,111476707832.366,9.99999000001e-07
25,volume_mm3,0.520401154875996,2.1999978000022e-05
111,rd,126379565458.412,9.99999000001e-07
75,rd,39343690420.9612,1.1999988000012e-05
124,fa,2929.60291253809,9.99999000001e-07
1092,adc,92540156604.7377,9.99999000001e-07
1035,volume_mm3,407.972672626397,2.999997000003e-06
17,fa,1760.39895688807,2.999997000003e-06
1122,rd,18863251163.526,4.999995000005e-06
11,adc,6779220680.49598,9.99999000001e-07
1087,rd,98437900754.1467,9.99999000001e-07
1016,rd,9761044348.39945,5.999994000006e-06
60,volume_mm3,2.69733784531498,9.99999000001e-07
1052,rd,12890971035.6916,9.99999000001e-07
96,volume_mm3,5440.55488650156,9.99999000001e-07
131,volume_mm3,192632.455331037,1.999998000002e-06
1101,fa,4717.98730622339,9.99999000001e-07
1057,adc,32299229649.9316,9.99999000001e-07
1030,fa,18344.9634252951,9.99999000001e-07
1163,adc,23350617411.1251,9.99999000001e-07
1065,fa,1698.34809289992,0.0004259995740004
1071,volume_mm3,3924.20623391318,2.999997000003e-06
117,adc,71693334875.2691,9.99999000001e-07
1128,adc,102340123657.296,9.99999000001e-07
1136,fa,10337.1909372882,9.99999000001e-07
82,adc,10905370451.6642,9.99999000001e-06
1142,volume_mm3,6550.18018316441,9.99999000001e-07
47,adc,92075512385.5453,9.99999000001e-07
55,fa,17893.5397407811,9.99999000001e-07
90,fa,10294.8808052894,9.99999000001e-07
1022,adc,1507880530.46299,0.0002109997890002
166,volume_mm3,388.487377205166,1.999998000002e-06
41,rd,35343402048.1888,1.999998000002e-06
1158,rd,9150053142.47064,4.3999956000044e-05
5,rd,10029381490.7202,8.999991000009e-06
147,rd,15948079416.3247,9.99999000001e-07
153,adc,8672893441.47255,0.0001559998440001
1106,volume_mm3,305.364427579101,0.0077769922230077
161,fa,8715.07655295208,9.99999000001e-07
112,rd,106308911244.706,9.99999000001e-07
26,volume_mm3,1445.9215996687,9.99999000001e-07
76,rd,73632634497.4378,9.99999000001e-07
125,fa,327.274419691589,0.0108109891890108
1093,adc,12205563792.4303,2.4999975000025e-05
1036,volume_mm3,193.35249662849,9.99999000001e-07
18,fa,3087.99976339805,0.0002579997420002
1123,rd,11538009378.6336,9.99999000001e-07
97,volume_mm3,23521.418528931,9.99999000001e-07
1088,rd,16043598602.1118,9.99999000001e-07
1017,rd,23296375399.3839,9.99999000001e-07
132,volume_mm3,9407.30599311004,9.99999000001e-07
1053,rd,8387880603.88571,9.99999000001e-07
12,adc,55319519099.8309,9.99999000001e-07
61,volume_mm3,4327.59992717939,9.99999000001e-07
1102,fa,5559.50664466355,9.99999000001e-07
1164,adc,13348689342.0153,0.0002229997770002
1058,adc,1264899978.59944,0.0001099998900001
1031,fa,18121.5602279474,9.99999000001e-07
1129,adc,29740450949.5845,9.99999000001e-07
48,adc,8569663006.19512,9.99999000001e-07
1072,volume_mm3,0.0993978720552249,0.165701834298166
1066,fa,30444.6219591743,1.4999985000015e-05
1143,volume_mm3,73.106391529631,9.99999000001e-07
118,adc,11045882042.9216,9.99999000001e-07
83,adc,52072364703.2868,9.99999000001e-07
56,fa,3175.4051716926,0.0024269975730024
1137,fa,1449.66936109547,9.99999000001e-07
1023,adc,1897579616.07077,9.3999906000094e-05
91,fa,96851.708774437,9.99999000001e-07
42,rd,3558472423.38251,0.0007059992940007
1001,volume_mm3,35.6914173651424,9.99999000001e-07
1159,rd,5189150112.53667,9.99999000001e-07
162,fa,60471.8323029662,9.99999000001e-07
154,adc,2255555350.81484,9.99999000001e-07
148,rd,1333649117.0774,9.99999000001e-07
6,rd,1996843149.30824,0.0001689998310001
1107,volume_mm3,26.2840239810205,0.212159787840212
113,rd,45741174398.8589,1.999998000002e-06
27,volume_mm3,10.5378234816563,9.99999000001e-07
77,rd,67054822742.3179,9.99999000001e-07
1094,adc,43580592889.1573,9.99999000001e-07
126,fa,294.09349767438,0.0042059957940042
1037,volume_mm3,3.46237750532867,2.999997000003e-06
19,fa,3261.740163092,9.99999000001e-07
1018,rd,5677441529.84498,1.999998000002e-06
1124,rd,3655968380.80197,9.99999000001e-07
98,volume_mm3,6981.83151501336,9.99999000001e-07
1089,rd,7305050889.98694,9.99999000001e-07
133,volume_mm3,47.8391913811374,9.99999000001e-07
1054,rd,2424248184.03275,1.1999988000012e-05
13,adc,43941039900.0936,9.99999000001e-07
62,volume_mm3,0.744573617776283,1.3999986000014e-05
1103,fa,17212.7890255528,1.999998000002e-06
1059,adc,2616067755.07914,1.999998000002e-06
1032,fa,36238.9539240759,9.99999000001e-07
1165,adc,13786410261.4991,3.2999967000033e-05
1130,adc,15228690691.4922,1.999998000002e-06
49,adc,5488140171.30392,9.99999000001e-07
1024,adc,54373810195.2684,9.99999000001e-07
1067,fa,5608.23664756687,9.99999000001e-07
1073,volume_mm3,27.9745217009,9.99999000001e-07
92,fa,27949.0965669073,9.99999000001e-07
1144,volume_mm3,262.13513741618,1.999998000002e-06
84,adc,24971726007.0721,1.999998000002e-06
57,fa,2903.28970697239,2.999997000003e-06
1002,volume_mm3,3.07593870003762,0.0001219998780001
1160,rd,6774508452.65255,6.4999935000065e-05
119,adc,1326127556.7939,9.99999000001e-07
1138,fa,2190.93611276386,9.99999000001e-07
43,rd,7970708984.24324,9.99999000001e-07
149,rd,19030169409.3013,9.99999000001e-07
163,fa,3128.22905160017,9.99999000001e-07
155,adc,16828536645.387,9.99999000001e-07
114,rd,46356842133.2355,9.99999000001e-07
7,rd,19436192975.3548,9.99999000001e-07
1108,volume_mm3,457180.256269388,1.999998000002e-06
28,volume_mm3,11.686640986505,9.99999000001e-07
1095,adc,19608201119.745,2.4999975000025e-05
127,fa,2477.13050941442,0.047002952997047
78,rd,14191408021.1588,9.99999000001e-07
1038,volume_mm3,64.5770096292415,9.99999000001e-07
20,fa,5068.51104047776,9.99999000001e-06
1019,rd,10532939530.3286,9.99999000001e-07
1125,rd,77489987519.8341,9.99999000001e-07
99,volume_mm3,1.2331138995464,0.0036709963290036
1090,rd,8610817542.5442,9.99999000001e-07
134,volume_mm3,3725.32976776822,9.99999000001e-07
1055,rd,27233100408.5457,3.999996000004e-06
63,volume_mm3,15.3388378820254,9.99999000001e-07
14,adc,119269688659.645,9.99999000001e-07
1104,fa,16458.0877038987,4.999995000005e-06
1060,adc,2359772239.38819,0.0006039993960006
1033,fa,2769.67454873599,0.440545559454441
150,rd,14777972117.0252,9.99999000001e-07
1131,adc,24619922390.9712,9.99999000001e-07
1025,adc,29544860321.876,9.99999000001e-07
1166,adc,9684746215.24251,9.0999909000091e-05
50,adc,31820380578.1891,9.99999000001e-07
93,fa,27993.8115063922,9.99999000001e-07
1068,fa,33701.8659892005,9.99999000001e-07
1161,rd,38226759.5829697,3.999996000004e-06
1003,volume_mm3,50.2306472433617,0.0001039998960001
85,adc,85557990416.2087,9.99999000001e-07
1145,volume_mm3,1131.02627767197,9.99999000001e-07
1074,volume_mm3,4092.94607272025,9.99999000001e-07
1139,fa,409.792480359099,9.99999000001e-07
58,fa,8346.67141978829,9.99999000001e-07
120,adc,2389075390.79145,0.0001409998590001
44,rd,1357051590.13294,3.7999962000038e-05
156,adc,33231804541.9709,9.99999000001e-07
164,fa,2539.73838109553,1.999998000002e-06
115,rd,33359505125.3493,2.999997000003e-06
29,volume_mm3,87.2969645744944,9.99999000001e-07
1096,adc,56924345462.3875,9.99999000001e-07
8,rd,9854636954.36443,9.99999000001e-07
1109,volume_mm3,28.3044934562193,0.014960985039015
79,rd,1129152070.74515,0.0147609852390148
128,fa,1406.3794470372,2.999997000003e-06
1039,volume_mm3,14.4385193469406,0.0001029998970001
21,fa,1955.95863585713,2.999997000003e-06
1020,rd,7264339417.62429,2.6999973000027e-05
1126,rd,20179161082.9599,9.99999000001e-07
100,volume_mm3,4.11788918708083,0.0017279982720017
1091,rd,59036084293.5198,9.99999000001e-07
135,volume_mm3,11.1931643499993,9.99999000001e-07
1056,rd,23453354801.6314,9.99999000001e-07
64,volume_mm3,0.0038346379004736,0.0005489994510005
15,adc,22996432616.1746,9.99999000001e-07
1061,adc,25154832246.2245,1.999998000002e-06
1105,fa,2572.74865244204,0.0019819980180019
151,rd,234510305088.604,9.99999000001e-07
1034,fa,13312.9102369224,9.99999000001e-07
51,adc,29142776281.1817,8.999991000009e-06
1026,adc,13801115034.6714,9.99999000001e-07
1132,adc,26212425472.5421,9.99999000001e-07
1004,volume_mm3,5024.77034425942,9.99999000001e-07
1162,rd,103967061151.314,9.99999000001e-07
1069,fa,21779.5219113047,9.99999000001e-07
86,adc,23570922520.431,9.99999000001e-07
94,fa,13465.1619177914,9.99999000001e-07
1075,volume_mm3,202.599490682856,0.0679369320630679
1140,fa,7334.99700281984,9.99999000001e-07
1146,volume_mm3,5528.74463994571,9.99999000001e-07
116,rd,78180848706.0358,9.99999000001e-07
59,fa,8041.64851858588,9.99999000001e-07
165,fa,14414.8745825523,9.99999000001e-07
121,adc,17639881918.5266,9.99999000001e-07
45,rd,10721783408.8571,9.99999000001e-07
157,adc,23808160513.8556,9.99999000001e-07
1097,adc,130390563974.288,9.99999000001e-07
30,volume_mm3,2389.72851406123,0.0009679990320009
9,rd,31157399425.2567,1.999998000002e-06
80,rd,934218805.907752,0.128094871905128
1110,volume_mm3,128.18951458613,0.0019659980340019
129,fa,8286.84297554757,9.99999000001e-07
1040,volume_mm3,116.885342409785,9.99999000001e-07
22,fa,43723.9485504419,9.99999000001e-07
1021,rd,12305887908.0003,6.999993000007e-06
1127,rd,629772226055.654,9.99999000001e-07
1092,rd,69051180303.9204,9.99999000001e-07
101,volume_mm3,7015.44237882663,9.99999000001e-07
136,volume_mm3,45.3297151921486,0.0036289963710036
65,volume_mm3,0.476127381277952,9.99999000001e-07
1057,rd,47590119225.3649,9.99999000001e-07
1062,adc,4669060732.67764,9.99999000001e-07
152,rd,808197760.035749,9.99999000001e-07
1106,fa,1645.94802427908,0.007007992992007
1005,volume_mm3,9.2548438081044,9.99999000001e-07
16,adc,2323737287.48794,0.0534639465360535
52,adc,14093566049.1038,1.999998000002e-06
1035,fa,6963.16456154916,3.999996000004e-06
1027,adc,17431866465.043,9.99999000001e-07
1133,adc,1459062943.26246,0.0001479998520001
1070,fa,18061.9297416252,9.99999000001e-07
1163,rd,26553827991.3402,9.99999000001e-07
87,adc,58450533039.696,9.99999000001e-07
95,fa,262.806839025606,0.0310619689380311
1076,volume_mm3,36.534892481982,2.999997000003e-06
1141,fa,1212.80350584855,9.99999000001e-07
