m,block_1,block_2,effect_size,model,scalar_same,omni_same,mase_same,scalar_diff,omni_diff,mase_diff,scalar_precision,omni_precision,mase_precision,scalar_f1,omni_f1,mase_f1,scalar_fp,omni_fp,mase_fp,scalar_tp,omni_tp,mase_tp
200,19,51,1,generate_graphs_4,0.0,0.05578947368421053,1.0,0.0,1.0,1.0,0.6862745098039222,1.0,0.6862745098039222,0.0,0.9898012949680843,0.8429752066115698,0.0,0.015142857142857126,0.271428571428572,0.0,0.7285714285714279,0.7285714285714279
200,18,52,1,generate_graphs_1,0.0,0.9966666666666667,1.0,0.0,1.0,1.0,0.692307692307693,1.0,0.692307692307693,0.0,0.8528817233437184,0.8524590163934406,0.0,0.2562857142857137,0.2571428571428565,0.0,0.7428571428571427,0.7428571428571427
200,18,52,1,generate_graphs_4,0.0,0.04944444444444445,1.0,0.0,1.0,1.0,0.692307692307693,1.0,0.692307692307693,0.0,0.9915792144009381,0.8524590163934406,0.0,0.0127142857142857,0.2571428571428565,0.0,0.7428571428571427,0.7428571428571427
200,17,53,1,generate_graphs_1,0.0,0.9970588235294118,1.0,0.0,1.0,1.0,0.6792452830188671,1.0,0.6792452830188671,0.0,0.8621418099426886,0.8617886178861777,0.0,0.24214285714285716,0.24285714285714288,0.0,0.7571428571428572,0.7571428571428572
200,17,53,1,generate_graphs_4,0.0,0.04882352941176471,1.0,0.0,1.0,1.0,0.6792452830188671,1.0,0.6792452830188671,0.0,0.9922980414335117,0.8617886178861777,0.0,0.011857142857142849,0.24285714285714288,0.0,0.7571428571428572,0.7571428571428572
200,16,54,1,generate_graphs_1,0.0,0.9962500000000001,1.0,0.0,1.0,1.0,0.7037037037037034,1.0,0.7037037037037034,0.0,0.8713926042486253,0.8709677419354862,0.0,0.22771428571428526,0.2285714285714281,0.0,0.7714285714285721,0.7714285714285721
200,16,54,1,generate_graphs_4,0.0,0.05,1.0,0.0,1.0,1.0,0.7037037037037034,1.0,0.7037037037037034,0.0,0.992720196366986,0.8709677419354862,0.0,0.011428571428571422,0.2285714285714281,0.0,0.7714285714285721,0.7714285714285721
200,15,55,1,generate_graphs_1,0.0,0.9973333333333334,1.0,0.0,1.0,1.0,0.7272727272727276,0.9998181818181818,0.7272727272727276,0.0,0.8802838709677415,0.8799999999999996,0.0,0.2137142857142857,0.2142857142857143,0.0,0.7857142857142863,0.7857142857142863
200,15,55,1,generate_graphs_4,0.0,0.04733333333333334,1.0,0.0,1.0,1.0,0.7272727272727276,1.0,0.7272727272727276,0.0,0.9936451763827177,0.8799999999999996,0.0,0.010142857142857134,0.2142857142857143,0.0,0.7857142857142863,0.7857142857142863
200,14,56,1,generate_graphs_1,0.0,0.9950000000000001,1.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.8893866666666649,0.8888888888888871,0.0,0.19899999999999968,0.19999999999999962,0.0,0.7999999999999985,0.7999999999999985
200,14,56,1,generate_graphs_4,0.0,0.04785714285714287,1.0,0.0,1.0,1.0,0.75,1.0,0.75,0.0,0.9940909391601354,0.8888888888888871,0.0,0.009571428571428562,0.19999999999999962,0.0,0.7999999999999985,0.7999999999999985
200,13,57,1,generate_graphs_1,0.0,0.9984615384615385,1.0,0.0,1.0,1.0,0.7719298245614027,1.0,0.7719298245614027,0.0,0.8977802774653157,0.8976377952755895,0.0,0.1854285714285714,0.18571428571428567,0.0,0.8142857142857156,0.8142857142857156
200,13,57,1,generate_graphs_4,0.0,0.04923076923076924,1.0,0.0,1.0,1.0,0.7719298245614027,1.0,0.7719298245614027,0.0,0.9944616537884905,0.8976377952755895,0.0,0.009142857142857133,0.18571428571428567,0.0,0.8142857142857156,0.8142857142857156
200,12,58,1,generate_graphs_1,0.0,0.9975,1.0,0.0,1.0,1.0,0.7931034482758621,1.0,0.7931034482758621,0.0,0.9064640748031496,0.90625,0.0,0.17099999999999976,0.17142857142857118,0.0,0.8285714285714275,0.8285714285714275
200,12,58,1,generate_graphs_4,0.0,0.04499999999999999,1.0,0.0,1.0,1.0,0.7931034482758621,1.0,0.7931034482758621,0.0,0.9953991018397792,0.90625,0.0,0.007714285714285708,0.17142857142857118,0.0,0.8285714285714275,0.8285714285714275
200,11,59,1,generate_graphs_1,0.0,0.9954545454545454,1.0,0.0,1.0,1.0,0.8135593220338972,1.0,0.8135593220338972,0.0,0.9150859980620166,0.9147286821705438,0.0,0.15642857142857122,0.15714285714285692,0.0,0.842857142857142,0.842857142857142
200,11,59,1,generate_graphs_4,0.0,0.04727272727272727,1.0,0.0,1.0,1.0,0.8135593220338972,1.0,0.8135593220338972,0.0,0.9956456582633056,0.9147286821705438,0.0,0.007428571428571424,0.15714285714285692,0.0,0.842857142857142,0.842857142857142
200,10,60,1,generate_graphs_1,0.0,0.9970000000000001,1.0,0.0,1.0,1.0,0.833333333333333,1.0,0.833333333333333,0.0,0.9232915921287994,0.9230769230769211,0.0,0.1424285714285713,0.1428571428571427,0.0,0.8571428571428572,0.8571428571428572
200,10,60,1,generate_graphs_4,0.0,0.049,1.0,0.0,1.0,1.0,0.833333333333333,1.0,0.833333333333333,0.0,0.9959653163527973,0.9230769230769211,0.0,0.0069999999999999975,0.1428571428571427,0.0,0.8571428571428572,0.8571428571428572
200,9,61,1,generate_graphs_1,0.0,0.9966666666666667,1.0,0.0,1.0,1.0,0.8524590163934405,1.0,0.8524590163934405,0.0,0.9315126247798012,0.931297709923665,0.0,0.12814285714285684,0.12857142857142825,0.0,0.8714285714285708,0.8714285714285708
200,9,61,1,generate_graphs_4,0.0,0.051111111111111114,1.0,0.0,1.0,1.0,0.8524590163934405,1.0,0.8524590163934405,0.0,0.9962758353002877,0.931297709923665,0.0,0.006571428571428568,0.12857142857142825,0.0,0.8714285714285708,0.8714285714285708
200,8,62,1,generate_graphs_1,0.0,0.99875,1.0,0.0,1.0,1.0,0.8709677419354835,1.0,0.8709677419354835,0.0,0.9394656488549604,0.939393939393938,0.0,0.1141428571428569,0.11428571428571405,0.0,0.885714285714286,0.885714285714286
200,8,62,1,generate_graphs_4,0.0,0.04,1.0,0.0,1.0,1.0,0.8709677419354835,1.0,0.8709677419354835,0.0,0.9974450793650793,0.939393939393938,0.0,0.004571428571428573,0.11428571428571405,0.0,0.885714285714286,0.885714285714286
200,7,63,1,generate_graphs_1,0.0,0.9985714285714286,1.0,0.0,1.0,1.0,0.8888888888888871,1.0,0.8888888888888871,0.0,0.9474401913875586,0.9473684210526304,0.0,0.09985714285714269,0.09999999999999981,0.0,0.9000000000000008,0.9000000000000008
200,7,63,1,generate_graphs_4,0.0,0.049999999999999996,1.0,0.0,1.0,1.0,0.8888888888888871,1.0,0.8888888888888871,0.0,0.9972477854330712,0.9473684210526304,0.0,0.005000000000000001,0.09999999999999981,0.0,0.9000000000000008,0.9000000000000008
200,6,64,1,generate_graphs_1,0.0,1.0,1.0,0.0,1.0,1.0,0.90625,1.0,0.90625,0.0,0.9552238805970166,0.9552238805970166,0.0,0.08571428571428559,0.08571428571428559,0.0,0.9142857142857124,0.9142857142857124
200,6,64,1,generate_graphs_4,0.0,0.043333333333333335,1.0,0.0,1.0,1.0,0.90625,1.0,0.90625,0.0,0.9979844961240313,0.9552238805970166,0.0,0.003714285714285715,0.08571428571428559,0.0,0.9142857142857124,0.9142857142857124
200,5,65,1,generate_graphs_1,0.0,1.0,1.0,0.0,1.0,1.0,0.9230769230769211,1.0,0.9230769230769211,0.0,0.9629629629629622,0.9629629629629622,0.0,0.07142857142857136,0.07142857142857136,0.0,0.9285714285714296,0.9285714285714296
200,5,65,1,generate_graphs_4,0.0,0.054000000000000006,1.0,0.0,1.0,1.0,0.9230769230769211,1.0,0.9230769230769211,0.0,0.9979424011103402,0.9629629629629622,0.0,0.003857142857142858,0.07142857142857136,0.0,0.9285714285714296,0.9285714285714296
200,4,66,1,generate_graphs_1,0.0,1.0,1.0,0.0,1.0,1.0,0.9393939393939381,1.0,0.9393939393939381,0.0,0.9705882352941163,0.9705882352941163,0.0,0.05714285714285702,0.05714285714285702,0.0,0.9428571428571406,0.9428571428571406
200,4,66,1,generate_graphs_4,0.0,0.04,1.0,0.0,1.0,1.0,0.9393939393939381,1.0,0.9393939393939381,0.0,0.9987981146897092,0.9705882352941163,0.0,0.0022857142857142863,0.05714285714285702,0.0,0.9428571428571406,0.9428571428571406
200,3,67,1,generate_graphs_1,0.0,1.0,1.0,0.0,1.0,1.0,0.9552238805970166,1.0,0.9552238805970166,0.0,0.9781021897810227,0.9781021897810227,0.0,0.042857142857142795,0.042857142857142795,0.0,0.9571428571428559,0.9571428571428559
200,3,67,1,generate_graphs_4,0.0,0.03666666666666667,1.0,0.0,1.0,1.0,0.9552238805970166,1.0,0.9552238805970166,0.0,0.9991851851851851,0.9781021897810227,0.0,0.0015714285714285717,0.042857142857142795,0.0,0.9571428571428559,0.9571428571428559
200,2,68,1,generate_graphs_1,0.0,1.0,1.0,0.0,1.0,1.0,0.9705882352941163,1.0,0.9705882352941163,0.0,0.9855072463768123,0.9855072463768123,0.0,0.02857142857142851,0.02857142857142851,0.0,0.9714285714285715,0.9714285714285715
200,2,68,1,generate_graphs_4,0.0,0.055,1.0,0.0,1.0,1.0,0.9705882352941163,1.0,0.9705882352941163,0.0,0.9991970802919709,0.9855072463768123,0.0,0.0015714285714285717,0.02857142857142851,0.0,0.9714285714285715,0.9714285714285715
200,1,69,1,generate_graphs_1,0.0,1.0,1.0,0.0,1.0,1.0,0.9855072463768123,1.0,0.9855072463768123,0.0,0.9928057553956826,0.9928057553956826,0.0,0.014285714285714256,0.014285714285714256,0.0,0.9857142857142847,0.9857142857142847
200,1,69,1,generate_graphs_4,0.0,0.07,1.0,0.0,1.0,1.0,0.9855072463768123,1.0,0.9855072463768123,0.0,0.9994964028776978,0.9928057553956826,0.0,0.001,0.014285714285714256,0.0,0.9857142857142847,0.9857142857142847
