,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.1730311166188952,False,1.0,1.0,0.7122284826005431,1.0
2,2,0.6742823169526226,False,1.0,1.0,0.8422940240091895,1.0
3,3,0.5631581319716402,False,1.0,1.0,0.8422940240091895,1.0
4,4,0.005936107762585456,False,0.2968053881292728,0.2849331726041019,0.09893512937642428,0.4451294622387203
5,5,0.7128995384149028,False,1.0,1.0,0.8422940240091895,1.0
6,6,0.1232534153761796,False,1.0,1.0,0.7122284826005431,1.0
7,7,0.144352054953294,False,1.0,1.0,0.7122284826005431,1.0
8,8,0.7455896156878927,False,1.0,1.0,0.8472609269180599,1.0
9,9,0.6102494663512357,False,1.0,1.0,0.8422940240091895,1.0
10,10,0.5395180239667956,False,1.0,1.0,0.8422940240091895,1.0
11,11,0.0981204819648539,False,1.0,1.0,0.7122284826005431,1.0
12,12,0.28739979055170733,False,1.0,1.0,0.7122284826005431,1.0
13,13,0.24457408163269298,False,1.0,1.0,0.7122284826005431,1.0
14,14,0.6763379255018662,False,1.0,1.0,0.8422940240091895,1.0
15,15,0.40890895395021315,False,1.0,1.0,0.7863633729811791,1.0
16,16,0.9025473999031115,False,1.0,1.0,0.9601568084075655,1.0
17,17,0.6655895105782752,False,1.0,1.0,0.8422940240091895,1.0
18,18,0.724372860647903,False,1.0,1.0,0.8422940240091895,1.0
19,19,0.9880340274411679,False,1.0,1.0,0.9994710320443236,1.0
20,20,0.9994710320443236,False,1.0,1.0,0.9994710320443236,1.0
21,21,0.4851641381725631,False,1.0,1.0,0.8422940240091895,1.0
22,22,0.30542912105987496,False,1.0,1.0,0.7122284826005431,1.0
23,23,0.6435267015867883,False,1.0,1.0,0.8422940240091895,1.0
24,24,0.7138033761156679,False,1.0,1.0,0.8422940240091895,1.0
25,25,0.5868602165818042,False,1.0,1.0,0.8422940240091895,1.0
26,26,0.4299432154217252,False,1.0,1.0,0.7961911396698614,1.0
27,27,0.23176259933387072,False,1.0,1.0,0.7122284826005431,1.0
28,28,0.1619671477492834,False,1.0,1.0,0.7122284826005431,1.0
29,29,0.0032616653360745327,False,0.16308326680372665,0.1598216014676521,0.08154163340186332,0.3668725522977643
30,30,0.2181318863120506,False,1.0,1.0,0.7122284826005431,1.0
31,31,0.8744783473799985,False,1.0,1.0,0.9505199428043462,1.0
32,32,0.028836294048033152,False,1.0,1.0,0.3604536756004144,1.0
33,33,0.9572790999045533,False,1.0,1.0,0.997165729067243,1.0
34,34,0.5757786329028416,False,1.0,1.0,0.8422940240091895,1.0
35,35,0.05582183085378412,False,1.0,1.0,0.5582183085378412,1.0
36,36,0.8538266230718881,False,1.0,1.0,0.9486962478576534,1.0
37,37,0.4080425213878915,False,1.0,1.0,0.7863633729811791,1.0
38,38,0.29195378791195203,False,1.0,1.0,0.7122284826005431,1.0
39,39,0.387163973416837,False,1.0,1.0,0.7863633729811791,1.0
40,40,0.1444582600659888,False,1.0,1.0,0.7122284826005431,1.0
41,41,0.32762510199624983,False,1.0,1.0,0.7122284826005431,1.0
42,42,0.29997929836845,False,1.0,1.0,0.7122284826005431,1.0
43,43,0.2004379879734514,False,1.0,1.0,0.7122284826005431,1.0
44,44,0.3172238564981355,False,1.0,1.0,0.7122284826005431,1.0
45,45,0.5518878809523395,False,1.0,1.0,0.8422940240091895,1.0
46,46,0.16300631118982173,True,1.0,1.0,0.7122284826005431,1.0
47,47,0.0010140631881150443,True,0.050703159405752214,0.050703159405752214,0.050703159405752214,0.22812392546852808
48,48,0.32465671780046995,True,1.0,1.0,0.7122284826005431,1.0
49,49,0.690108758748945,True,1.0,1.0,0.8422940240091895,1.0
50,50,0.599432239191722,True,1.0,1.0,0.8422940240091895,1.0
