,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.3829349193594906,False,1.0,1.0,0.8069374335077686,1.0
2,2,0.5727347378958902,False,1.0,1.0,0.8789282832933285,1.0
3,3,0.6807910025179902,False,1.0,1.0,0.9046087026840475,1.0
4,4,0.3873299680837289,False,1.0,1.0,0.8069374335077686,1.0
5,5,0.02979527476241099,False,1.0,1.0,0.3724409345301373,1.0
6,6,0.8736047038005621,False,1.0,1.0,0.9393924740814809,1.0
7,7,0.8293944346759291,False,1.0,1.0,0.9393924740814809,1.0
8,8,0.9018167751182216,False,1.0,1.0,0.9393924740814809,1.0
9,9,0.8010638710077813,False,1.0,1.0,0.9393924740814809,1.0
10,10,0.887845637864382,False,1.0,1.0,0.9393924740814809,1.0
11,11,0.887198945663562,False,1.0,1.0,0.9393924740814809,1.0
12,12,0.35434437981967887,False,1.0,1.0,0.8069374335077686,1.0
13,13,0.0622685947156189,False,1.0,1.0,0.46424910684763404,1.0
14,14,0.7089058891429061,False,1.0,1.0,0.9088537040293667,1.0
15,15,0.9399863079943153,False,1.0,1.0,0.9520700225597849,1.0
16,16,0.881769979744129,False,1.0,1.0,0.9393924740814809,1.0
17,17,0.085150556792183,False,1.0,1.0,0.46424910684763404,1.0
18,18,0.4650389418123543,False,1.0,1.0,0.8464346953356022,1.0
19,19,0.10764615839396471,False,1.0,1.0,0.46424910684763404,1.0
20,20,0.6875026140398761,False,1.0,1.0,0.9046087026840475,1.0
21,21,0.5247895111080734,False,1.0,1.0,0.8464346953356022,1.0
22,22,0.3232762145434699,False,1.0,1.0,0.8069374335077686,1.0
23,23,0.044155047307054614,False,1.0,1.0,0.4415504730705461,1.0
24,24,0.11141978564343216,False,1.0,1.0,0.46424910684763404,1.0
25,25,0.34973880931269147,False,1.0,1.0,0.8069374335077686,1.0
26,26,0.6391135010085485,False,1.0,1.0,0.9046087026840475,1.0
27,27,0.49429012093346725,False,1.0,1.0,0.8464346953356022,1.0
28,28,0.24099931942436711,False,1.0,1.0,0.8033310647478904,1.0
29,29,0.3248079537082402,False,1.0,1.0,0.8069374335077686,1.0
30,30,0.5800926669735968,False,1.0,1.0,0.8789282832933285,1.0
31,31,0.6533861879104768,False,1.0,1.0,0.9046087026840475,1.0
32,32,0.5110549748692014,False,1.0,1.0,0.8464346953356022,1.0
33,33,0.7646571131390582,False,1.0,1.0,0.9325086745598271,1.0
34,34,0.7344754004825254,False,1.0,1.0,0.9180942506031566,1.0
35,35,0.15649598700352135,False,1.0,1.0,0.601907642321236,1.0
36,36,0.37951498445347703,False,1.0,1.0,0.8069374335077686,1.0
37,37,0.08678297475559477,False,1.0,1.0,0.46424910684763404,1.0
38,38,0.41560044834820237,False,1.0,1.0,0.8312008966964047,1.0
39,39,0.19319678655572076,False,1.0,1.0,0.6899885234132883,1.0
40,40,0.9520700225597849,False,1.0,1.0,0.9520700225597849,1.0
41,41,0.4736714734193608,False,1.0,1.0,0.8464346953356022,1.0
42,42,0.681618938180369,False,1.0,1.0,0.9046087026840475,1.0
43,43,0.30664492547451194,False,1.0,1.0,0.8069374335077686,1.0
44,44,0.5023323325636484,False,1.0,1.0,0.8464346953356022,1.0
45,45,0.08126877997697443,False,1.0,1.0,0.46424910684763404,1.0
46,46,0.09513242284669546,True,1.0,1.0,0.46424910684763404,1.0
47,47,0.0061938878234026355,True,0.30969439117013176,0.2973066155233265,0.10323146372337726,0.4644595526677792
48,48,0.005017579571413114,True,0.2508789785706557,0.2458613989992426,0.10323146372337726,0.4644595526677792
49,49,3.011763642200379e-06,True,0.00015058818211001893,0.00015058818211001893,0.00015058818211001893,0.0006775271528387207
50,50,0.3205056199566458,True,1.0,1.0,0.8069374335077686,1.0
