,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.544538909391614,False,1.0,1.0,0.9325935311209048,1.0
2,2,0.09607710157330952,False,1.0,1.0,0.6564912820388441,1.0
3,3,0.9160015046501021,False,1.0,1.0,0.9497717937945538,1.0
4,4,0.28478600529531856,False,1.0,1.0,0.8113064361696319,1.0
5,5,0.30829644574446013,False,1.0,1.0,0.8113064361696319,1.0
6,6,0.7543941135781447,False,1.0,1.0,0.9497717937945538,1.0
7,7,0.48319467128838534,False,1.0,1.0,0.9325935311209048,1.0
8,8,0.02175981745896642,False,1.0,1.0,0.27199771823708024,1.0
9,9,0.8246739856494594,False,1.0,1.0,0.9497717937945538,1.0
10,10,0.3014906276409641,False,1.0,1.0,0.8113064361696319,1.0
11,11,0.5079017549612057,False,1.0,1.0,0.9325935311209048,1.0
12,12,0.9885733181504535,False,1.0,1.0,0.9885733181504535,1.0
13,13,0.901297835676317,False,1.0,1.0,0.9497717937945538,1.0
14,14,0.012748290422813597,False,0.6374145211406799,0.6119179402950526,0.2124715070468933,0.9559529387482801
15,15,0.24038551911460015,False,1.0,1.0,0.8113064361696319,1.0
16,16,0.22999615970617066,False,1.0,1.0,0.8113064361696319,1.0
17,17,0.13129825640776882,False,1.0,1.0,0.6564912820388441,1.0
18,18,0.3518031166826205,False,1.0,1.0,0.8358910543719578,1.0
19,19,0.25867858971516366,False,1.0,1.0,0.8113064361696319,1.0
20,20,0.2630323478289068,False,1.0,1.0,0.8113064361696319,1.0
21,21,0.3677920639236614,False,1.0,1.0,0.8358910543719578,1.0
22,22,0.7057093260418439,False,1.0,1.0,0.9497717937945538,1.0
23,23,0.5733848442229317,False,1.0,1.0,0.9325935311209048,1.0
24,24,0.7550924544567295,False,1.0,1.0,0.9497717937945538,1.0
25,25,0.892863124829225,False,1.0,1.0,0.9497717937945538,1.0
26,26,0.8730970546063066,False,1.0,1.0,0.9497717937945538,1.0
27,27,0.9286074091458472,False,1.0,1.0,0.9497717937945538,1.0
28,28,0.09810962898153991,False,1.0,1.0,0.6564912820388441,1.0
29,29,0.1878081450015027,False,1.0,1.0,0.7825339375062612,1.0
30,30,0.7716070113613447,False,1.0,1.0,0.9497717937945538,1.0
31,31,0.9307763579186626,False,1.0,1.0,0.9497717937945538,1.0
32,32,0.7517042652533399,False,1.0,1.0,0.9497717937945538,1.0
33,33,0.5043324548243383,False,1.0,1.0,0.9325935311209048,1.0
34,34,0.8289828387105436,False,1.0,1.0,0.9497717937945538,1.0
35,35,0.1236707562922786,False,1.0,1.0,0.6564912820388441,1.0
36,36,0.8537723187058048,False,1.0,1.0,0.9497717937945538,1.0
37,37,0.5635063905257278,False,1.0,1.0,0.9325935311209048,1.0
38,38,0.170945519016486,False,1.0,1.0,0.7770250864385727,1.0
39,39,0.6918557309691801,False,1.0,1.0,0.9497717937945538,1.0
40,40,0.7275274819617588,False,1.0,1.0,0.9497717937945538,1.0
41,41,0.5042639344985139,False,1.0,1.0,0.9325935311209048,1.0
42,42,0.8251858543365751,False,1.0,1.0,0.9497717937945538,1.0
43,43,0.578207989294961,False,1.0,1.0,0.9325935311209048,1.0
44,44,0.7024312125838917,False,1.0,1.0,0.9497717937945538,1.0
45,45,0.5479416793815565,False,1.0,1.0,0.9325935311209048,1.0
46,46,0.0022119099681201303,True,0.1105954984060065,0.10838358843788638,0.05529774920300325,0.24879592841175388
47,47,0.0004742551580315461,True,0.023712757901577307,0.023712757901577307,0.023712757901577303,0.10668856693728983
48,48,0.030644490520482924,True,1.0,1.0,0.3064449052048292,1.0
49,49,0.3263928071308794,True,1.0,1.0,0.8159820178271985,1.0
50,50,0.10676751874406239,True,1.0,1.0,0.6564912820388441,1.0
