,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.4261421889737807,False,1.0,1.0,0.6491435562898146,1.0
2,2,0.8273211537864972,False,1.0,1.0,0.9500115926892131,1.0
3,3,0.01060731625121105,False,0.5303658125605525,0.45611459880207517,0.06629572657006906,0.29827808689248253
4,4,0.11447337007031706,False,1.0,1.0,0.30908453393521185,1.0
5,5,0.46738336052866647,False,1.0,1.0,0.6491435562898146,1.0
6,6,0.004818711787036344,False,0.2409355893518172,0.21870413275437064,0.0401559315586362,0.18066978163420697
7,7,0.931006885331652,False,1.0,1.0,0.9788190414984823,1.0
8,8,0.46299171243386117,False,1.0,1.0,0.6491435562898146,1.0
9,9,0.7838916840814297,False,1.0,1.0,0.9500115926892131,1.0
10,10,0.009977780003658185,False,0.49888900018290927,0.43902232016096016,0.06629572657006906,0.29827808689248253
11,11,0.4986638658542679,False,1.0,1.0,0.656136665597721,1.0
12,12,0.7944291595232109,False,1.0,1.0,0.9500115926892131,1.0
13,13,0.31231266474233393,False,1.0,1.0,0.5783567865598777,1.0
14,14,0.14222250034856604,False,1.0,1.0,0.33862500082991914,1.0
15,15,0.012045767067993984,False,0.6022883533996992,0.5059222168557473,0.06692092815552214,0.3010909972032851
16,16,0.29193368037327116,False,1.0,1.0,0.5614109237947522,1.0
17,17,0.8550104334202918,False,1.0,1.0,0.9500115926892131,1.0
18,18,0.09097796675236118,False,1.0,1.0,0.26758225515400347,1.0
19,19,0.17527031699466916,False,1.0,1.0,0.39475705254033916,1.0
20,20,0.945540629351146,False,1.0,1.0,0.9788190414984823,1.0
21,21,0.181588244168556,False,1.0,1.0,0.39475705254033916,1.0
22,22,0.38498707638828583,False,1.0,1.0,0.6416451273138097,1.0
23,23,0.20015136710870648,False,1.0,1.0,0.4169820148098052,1.0
24,24,0.9491031640497667,False,1.0,1.0,0.9788190414984823,1.0
25,25,0.4378429906646341,False,1.0,1.0,0.6491435562898146,1.0
26,26,0.8397182216675856,False,1.0,1.0,0.9500115926892131,1.0
27,27,0.4447967253961061,False,1.0,1.0,0.6491435562898146,1.0
28,28,0.4819467855347081,False,1.0,1.0,0.6512794399117677,1.0
29,29,0.12363381357408475,False,1.0,1.0,0.30908453393521185,1.0
30,30,0.12015228649177108,False,1.0,1.0,0.30908453393521185,1.0
31,31,0.9788190414984823,False,1.0,1.0,0.9788190414984823,1.0
32,32,0.9763395587549417,False,1.0,1.0,0.9788190414984823,1.0
33,33,0.07402494230945329,False,1.0,1.0,0.23132794471704154,1.0
34,34,0.8381803193199733,False,1.0,1.0,0.9500115926892131,1.0
35,35,0.3564733741112879,False,1.0,1.0,0.6197922543511738,1.0
36,36,0.4276184873496973,False,1.0,1.0,0.6491435562898146,1.0
37,37,0.06927572698557492,False,1.0,1.0,0.23091908995191643,1.0
38,38,0.05104298981309409,False,1.0,1.0,0.18229639218962174,0.8201889008977403
39,39,0.3594795075236808,False,1.0,1.0,0.6197922543511738,1.0
40,40,0.6048448912725811,False,1.0,1.0,0.7754421682981809,1.0
41,41,0.029191059245012353,True,1.0,1.0,0.13268663293187433,0.5969844072120457
42,42,0.004754437668573275,True,0.23772188342866377,0.21870413275437064,0.0401559315586362,0.18066978163420697
43,43,0.0034739763981194677,True,0.17369881990597338,0.1702248435078539,0.0401559315586362,0.18066978163420697
44,44,0.004001829626985923,True,0.20009148134929616,0.19208782209532432,0.0401559315586362,0.18066978163420697
45,45,0.24213016294166675,True,1.0,1.0,0.4842603258833335,1.0
46,46,0.047882983938154176,True,1.0,1.0,0.18229639218962174,0.8201889008977403
47,47,5.881515385859404e-08,True,2.9407576929297022e-06,2.9407576929297022e-06,2.940757692929702e-06,1.3231072710762635e-05
48,48,0.025692458589658962,True,1.0,1.0,0.1284622929482948,0.5779782342070063
49,49,0.032315489690428335,True,1.0,1.0,0.13464787371011808,0.6058084321912692
50,50,0.004228551993559849,True,0.21142759967799243,0.19874194369731288,0.0401559315586362,0.18066978163420697
