,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.006829492939858804,False,0.3414746469929402,0.21171428113562293,0.01707373234964701,0.07681822773273961
2,2,0.9345491688788873,False,1.0,1.0,0.9345491688788873,1.0
3,3,0.5752084132799464,False,1.0,1.0,0.5991754304999443,1.0
4,4,0.5425377543995231,False,1.0,1.0,0.57716782382928,1.0
5,5,0.09818036914303849,False,1.0,1.0,0.12587226813210062,0.5663251807275798
6,6,0.0003630531411513835,False,0.018152657057569174,0.017063497634115025,0.004045138565524662,0.018199909028290787
7,7,0.0009764063394730315,False,0.04882031697365157,0.041985472597340354,0.0060398762881022396,0.027174643638278904
8,8,0.0021026590786530925,False,0.10513295393265462,0.07779838591016443,0.007509496709475329,0.03378676768343865
9,9,0.060091335686106216,False,1.0,1.0,0.08584476526586603,0.3862332261518207
10,10,0.013836000467999312,False,0.6918000233999656,0.3597360121679821,0.027672000935998625,0.12450201433350183
11,11,0.04332282583180406,False,1.0,0.9015342860710359,0.06987552553516783,0.3143843375064011
12,12,0.06939446935169354,False,1.0,1.0,0.093776309934721,0.4219188742671313
13,13,0.005986259453878169,False,0.29931297269390844,0.19156030252410142,0.015753314352310973,0.07087739603029905
14,14,0.12684408944673722,False,1.0,1.0,0.15855511180842152,0.7133720054678688
15,15,0.05612644756777382,False,1.0,1.0,0.08584476526586603,0.3862332261518207
16,16,0.5001244039734734,False,1.0,1.0,0.5504667797053471,1.0
17,17,0.009984695980356756,False,0.4992347990178378,0.28955618343034595,0.022692490864447173,0.1020981760373124
18,18,0.007442381876473415,False,0.37211909382367075,0.22327145629420245,0.017719956848746228,0.07972572444884606
19,19,0.7989420661581961,False,1.0,1.0,0.8152470062838736,1.0
20,20,0.0005336396279914363,False,0.026681981399571817,0.024013783259614636,0.004058274236330677,0.01825900910850375
21,21,0.058328775157197435,False,1.0,1.0,0.08584476526586603,0.3862332261518207
22,22,0.015171898824880188,False,0.7585949412440094,0.3792974706220047,0.029176728509384978,0.1312720926644132
23,23,0.004272847030084735,False,0.21364235150423674,0.145276799022881,0.012567197147308043,0.056542400493006656
24,24,0.059294450224787035,False,1.0,1.0,0.08584476526586603,0.3862332261518207
25,25,0.0005681583930862949,False,0.028407919654314745,0.024998969295796973,0.004058274236330677,0.01825900910850375
26,26,0.06336762694395481,False,1.0,1.0,0.08801059297771502,0.39597772975487355
27,27,0.20533014155911875,False,1.0,1.0,0.2473969682615884,1.0
28,28,0.41812524213060137,False,1.0,1.0,0.4751423206029561,1.0
29,29,0.022225226580095896,False,1.0,0.5334054379223014,0.04115782700017758,0.18517751495323787
30,30,0.40128735334110177,False,1.0,1.0,0.46661320155942065,1.0
31,31,0.0011055400054443582,True,0.05527700027221791,0.046432680228663044,0.0060398762881022396,0.027174643638278904
32,32,0.002654065050526532,True,0.1327032525263266,0.09554634181895515,0.008846883501755106,0.039803945478675086
33,33,0.0015880857931076838,True,0.0794042896553842,0.06193534593119967,0.006615677438447826,0.02976529124772999
34,34,0.04293020409862076,True,1.0,0.9015342860710359,0.06987552553516783,0.3143843375064011
35,35,0.001720076133996435,True,0.08600380669982174,0.06536289309186452,0.006615677438447826,0.02976529124772999
36,36,0.012803993463720808,True,0.6401996731860404,0.3457078235204618,0.026674986382751686,0.12001624113314106
37,37,0.5064294373289193,True,1.0,1.0,0.5504667797053471,1.0
38,38,0.0004045138565524662,True,0.02022569282762331,0.018607637401413447,0.004045138565524662,0.018199909028290787
39,39,0.0013287727833824928,True,0.06643863916912464,0.053150911335299714,0.0060398762881022396,0.027174643638278904
40,40,0.0012148228654609197,True,0.060741143273045986,0.049807737483897704,0.0060398762881022396,0.027174643638278904
41,41,0.00480683827972609,True,0.2403419139863045,0.15862566323096097,0.013352328554794696,0.0600748679128607
42,42,0.0029030430129186615,True,0.14515215064593306,0.10160650545215315,0.009072009415370817,0.040816833191011176
43,43,0.00021816917481095062,True,0.01090845874054753,0.01047212039092563,0.003636152913515844,0.01635979859947257
44,44,6.069716607383956e-06,True,0.0003034858303691978,0.0002974161137618138,0.0001517429151845989,0.0006827225340522164
45,45,0.011070416851948242,True,0.5535208425974121,0.30997167185455077,0.02406612359119183,0.10827843173438598
46,46,0.20781345333973425,True,1.0,1.0,0.2473969682615884,1.0
47,47,0.08277763064786764,True,1.0,1.0,0.10891793506298374,0.4900441548751939
48,48,0.031760767254945504,True,1.0,0.6987368796088012,0.0547599435430095,0.24637623031532618
49,49,0.024712299887630063,True,1.0,0.5683828974154914,0.04412910694219654,0.1985459135300407
50,50,1.3618916810576385e-07,True,6.809458405288192e-06,6.809458405288192e-06,6.809458405288192e-06,3.0637151608204796e-05
