,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.7020504632004428,False,1.0,1.0,0.8704211143404788,1.0
2,2,0.5260085597324913,False,1.0,1.0,0.8130265329330703,1.0
3,3,0.7485621583328117,False,1.0,1.0,0.8704211143404788,1.0
4,4,0.9265003965445404,False,1.0,1.0,0.9719053067964654,1.0
5,5,0.16200173602704843,False,1.0,1.0,0.6056789750216194,1.0
6,6,0.5424305990286922,False,1.0,1.0,0.8130265329330703,1.0
7,7,0.16648323045107064,False,1.0,1.0,0.6056789750216194,1.0
8,8,0.4809722715497666,False,1.0,1.0,0.8130265329330703,1.0
9,9,0.3023385476605611,False,1.0,1.0,0.7198536849060979,1.0
10,10,0.5691185730531492,False,1.0,1.0,0.8130265329330703,1.0
11,11,0.2607228000123428,False,1.0,1.0,0.6861126316114284,1.0
12,12,0.1499505415164088,False,1.0,1.0,0.6056789750216194,1.0
13,13,0.2545978589585811,False,1.0,1.0,0.6861126316114284,1.0
14,14,0.00806463612395579,False,0.40323180619778953,0.3871025339498779,0.13441060206592984,0.6047408983431034
15,15,0.7378316858054366,False,1.0,1.0,0.8704211143404788,1.0
16,16,0.3740395041951908,False,1.0,1.0,0.7792489670733141,1.0
17,17,0.05681137299931539,False,1.0,1.0,0.3550710812457212,1.0
18,18,0.0869464763241719,False,1.0,1.0,0.48303597957873284,1.0
19,19,0.3693152674384188,False,1.0,1.0,0.7792489670733141,1.0
20,20,0.7966843249122834,False,1.0,1.0,0.8876858806415739,1.0
21,21,0.011026749368439982,False,0.5513374684219992,0.5182572203166792,0.1378343671054998,0.6201451202863221
22,22,0.9330290945246067,False,1.0,1.0,0.9719053067964654,1.0
23,23,0.46220336849896737,False,1.0,1.0,0.8130265329330703,1.0
24,24,0.4338436911240282,False,1.0,1.0,0.8034142428222744,1.0
25,25,0.20498923536431574,False,1.0,1.0,0.6405913605134866,1.0
26,26,0.5097367639959338,False,1.0,1.0,0.8130265329330703,1.0
27,27,0.22094635149995803,False,1.0,1.0,0.6498422102939941,1.0
28,28,0.05464812680859167,False,1.0,1.0,0.3550710812457212,1.0
29,29,0.10849122071365441,False,1.0,1.0,0.542456103568272,1.0
30,30,0.5677994626617993,False,1.0,1.0,0.8130265329330703,1.0
31,31,0.43370038646935954,False,1.0,1.0,0.8034142428222744,1.0
32,32,0.7989172925774166,False,1.0,1.0,0.8876858806415739,1.0
33,33,0.6077873852531321,False,1.0,1.0,0.8441491461849058,1.0
34,34,0.16959011300605345,False,1.0,1.0,0.6056789750216194,1.0
35,35,0.9794244267732093,False,1.0,1.0,0.9816253471184032,1.0
36,36,0.18419029929389683,False,1.0,1.0,0.6139676643129894,1.0
37,37,0.6608016779411074,False,1.0,1.0,0.8471816383860351,1.0
38,38,0.627952388594686,False,1.0,1.0,0.8471816383860351,1.0
39,39,0.33003208051692523,False,1.0,1.0,0.7500729102657392,1.0
40,40,0.5679112624739477,False,1.0,1.0,0.8130265329330703,1.0
41,41,0.2808033393041631,True,1.0,1.0,0.7020083482604078,1.0
42,42,7.986289830570049e-06,True,0.0003993144915285024,0.0003993144915285024,0.0003993144915285024,0.0017965978919573375
43,43,0.6541238769388809,True,1.0,1.0,0.8471816383860351,1.0
44,44,0.004578476124731246,True,0.2289238062365623,0.22434533011183105,0.11446190311828114,0.5149876055451158
45,45,0.044250568943274254,True,1.0,1.0,0.3550710812457212,1.0
46,46,0.01807329766382615,True,0.9036648831913074,0.8313716925360028,0.1807329766382615,0.8131547733030331
47,47,0.8643534377383335,True,1.0,1.0,0.939514606237319,1.0
48,48,0.4036091093341964,True,1.0,1.0,0.8034142428222744,1.0
49,49,0.738866494412155,True,1.0,1.0,0.8704211143404788,1.0
50,50,0.9816253471184032,True,1.0,1.0,0.9816253471184032,1.0
