,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.0010944843873223128,False,0.05472421936611564,0.051440766204148704,0.01368105484152891,0.06155387497698448
2,2,0.5997107680749358,False,1.0,1.0,0.6663452978610398,1.0
3,3,0.3326190687435434,False,1.0,1.0,0.48914568932874025,1.0
4,4,0.22325841283772493,False,1.0,1.0,0.412526667263833,1.0
5,5,0.4972222623807224,False,1.0,1.0,0.5919312647389553,1.0
6,6,0.15176992029847605,False,1.0,1.0,0.32173557143608617,1.0
7,7,0.8965931717034915,False,1.0,1.0,0.9148909915341751,1.0
8,8,0.24300033190107903,False,1.0,1.0,0.41896608948461905,1.0
9,9,0.008752328367582385,False,0.43761641837911924,0.37635011980604255,0.054702052297389905,0.24611576571399196
10,10,0.07214591350211137,False,1.0,1.0,0.22545597969409803,1.0
11,11,0.03949969608174742,False,1.0,1.0,0.1710617504561034,0.7696419408360762
12,12,0.18763550393743902,False,1.0,1.0,0.37527100787487805,1.0
13,13,0.08545398568966557,False,1.0,1.0,0.24670686376997092,1.0
14,14,0.11843707110743842,False,1.0,1.0,0.281993026446282,1.0
15,15,0.465246373179305,False,1.0,1.0,0.5815579664741313,1.0
16,16,0.2798718584896004,False,1.0,1.0,0.4372997788900006,1.0
17,17,0.6427701919744904,False,1.0,1.0,0.6837980765686068,1.0
18,18,0.2513920046921995,False,1.0,1.0,0.4189866744869992,1.0
19,19,0.08881447095718953,False,1.0,1.0,0.24670686376997092,1.0
20,20,0.6255385943731218,False,1.0,1.0,0.6799332547533932,1.0
21,21,0.3436250365738153,False,1.0,1.0,0.49089290939116476,1.0
22,22,0.22177442566923486,False,1.0,1.0,0.412526667263833,1.0
23,23,0.49251288583976494,False,1.0,1.0,0.5919312647389553,1.0
24,24,0.005939014340500508,False,0.2969507170250254,0.2672556453225229,0.04949178617083757,0.22267370854329074
25,25,0.007637462631640976,False,0.3818731315820488,0.33604835579220294,0.05455330451172125,0.2454465188826469
26,26,0.9277850182258356,False,1.0,1.0,0.9277850182258356,1.0
27,27,0.8907693511600823,False,1.0,1.0,0.9148909915341751,1.0
28,28,0.36188074905541356,False,1.0,1.0,0.5026121514658521,1.0
29,29,0.5685331853573827,False,1.0,1.0,0.6610850992527706,1.0
30,30,0.39392280623014625,False,1.0,1.0,0.5323281165272247,1.0
31,31,0.27440417586805277,False,1.0,1.0,0.4372997788900006,1.0
32,32,0.044476055118586884,False,1.0,1.0,0.1710617504561034,0.7696419408360762
33,33,0.23101493366774653,False,1.0,1.0,0.412526667263833,1.0
34,34,0.06435283407486908,False,1.0,1.0,0.21871868056071148,0.9840602551711211
35,35,0.3317992213374257,False,1.0,1.0,0.48914568932874025,1.0
36,36,0.4361821864920545,False,1.0,1.0,0.5592079314000699,1.0
37,37,0.15443307428932135,False,1.0,1.0,0.32173557143608617,1.0
38,38,0.09935853570400138,False,1.0,1.0,0.26146983080000363,1.0
39,39,0.593520696298915,False,1.0,1.0,0.6663452978610398,1.0
40,40,0.14356985870687747,False,1.0,1.0,0.32173557143608617,1.0
41,41,0.40927661487508704,True,1.0,1.0,0.5385218616777461,1.0
42,42,0.02958874586531003,True,1.0,1.0,0.14794372932655014,0.6656292167583778
43,43,3.192503372134403e-06,True,0.00015962516860672013,0.00015962516860672013,0.00015962516860672013,0.0007181864107270896
44,44,0.11568887444433644,True,1.0,1.0,0.281993026446282,1.0
45,45,0.0005251358538591077,True,0.026256792692955385,0.02520652098523717,0.008752264230985128,0.03937823395051796
46,46,0.001992873670958342,True,0.0996436835479171,0.09167218886408372,0.01992873670958342,0.08966347858991927
47,47,0.041197700803210176,True,1.0,1.0,0.1710617504561034,0.7696419408360762
48,48,0.015127305025083894,True,0.7563652512541947,0.6353468110535235,0.08404058347268831,0.3781158417966388
49,49,4.358724272232476e-05,True,0.002179362136116238,0.002135774893393913,0.001089681068058119,0.004902698878483596
50,50,0.06561560416821344,True,1.0,1.0,0.21871868056071148,0.9840602551711211
