,ROI,pvalue,signal,bonferroni,holm,fdr_bh,fdr_by
1,1,0.06568100995812388,False,1.0,1.0,0.15638335704315212,0.7036008348344263
2,2,0.3909752204505281,False,1.0,1.0,0.48871902556316016,1.0
3,3,0.2028211326417082,False,1.0,1.0,0.3795984650753575,1.0
4,4,0.6685107247409756,False,1.0,1.0,0.6963653382718497,1.0
5,5,0.4120346121273703,False,1.0,1.0,0.5024812343016711,1.0
6,6,0.25548983434690686,False,1.0,1.0,0.3871058096165255,1.0
7,7,0.08837447540117915,False,1.0,1.0,0.20085108045722536,0.9036702534023809
8,8,0.31339591073520306,False,1.0,1.0,0.4235079874800041,1.0
9,9,0.22308292492832255,False,1.0,1.0,0.3846257326350389,1.0
10,10,0.2780330598982652,False,1.0,1.0,0.40887214690921353,1.0
11,11,0.24936196269567326,False,1.0,1.0,0.3871058096165255,1.0
12,12,0.6641556018209838,False,1.0,1.0,0.6963653382718497,1.0
13,13,0.02885787562910972,False,1.0,1.0,0.10699157209898816,0.48137705234402495
14,14,0.46869679590147456,False,1.0,1.0,0.5449962743040402,1.0
15,15,0.5311134722904811,False,1.0,1.0,0.5901260803227568,1.0
16,16,0.03870181468534301,False,1.0,1.0,0.11382886672159709,0.5121394448097981
17,17,0.2544333414624989,False,1.0,1.0,0.3871058096165255,1.0
18,18,0.058570961453983515,False,1.0,1.0,0.1464274036349588,0.6588069561121238
19,19,0.2324109639793478,False,1.0,1.0,0.3871058096165255,1.0
20,20,0.037341469041340516,False,1.0,1.0,0.11382886672159709,0.5121394448097981
21,21,0.4466736738558756,False,1.0,1.0,0.5317543736379472,1.0
22,22,0.020669995953711367,False,1.0,0.8267998381484547,0.08727518389921275,0.3926689733030202
23,23,0.6895533879664837,False,1.0,1.0,0.7036259060882487,1.0
24,24,0.3489765986804771,False,1.0,1.0,0.44740589574420137,1.0
25,25,0.2208342932277095,False,1.0,1.0,0.3846257326350389,1.0
26,26,0.03436727666636275,False,1.0,1.0,0.11382886672159709,0.5121394448097981
27,27,0.10573770406114003,False,1.0,1.0,0.22986457404595656,1.0
28,28,0.29779258708587164,False,1.0,1.0,0.41360081539704396,1.0
29,29,0.5481276929216051,False,1.0,1.0,0.5957909705669621,1.0
30,30,0.00974442452000601,False,0.4872212260003005,0.40926582984025245,0.05413569177781117,0.24356759344088433
31,31,0.28772682712656633,False,1.0,1.0,0.41103832446652333,1.0
32,32,0.34666207437292296,False,1.0,1.0,0.44740589574420137,1.0
33,33,0.01941355530356402,False,0.970677765178201,0.7959557674461248,0.08727518389921275,0.3926689733030202
34,34,0.00011578623576474954,False,0.005789311788237477,0.005673525552472728,0.0028946558941187386,0.013023651251445759
35,35,0.5029941020420181,False,1.0,1.0,0.5715842068659297,1.0
36,36,0.05707556116882851,False,1.0,1.0,0.1464274036349588,0.6588069561121238
37,37,0.20498317114069306,False,1.0,1.0,0.3795984650753575,1.0
38,38,0.9415125055980073,False,1.0,1.0,0.9415125055980073,1.0
39,39,0.1908256461292065,False,1.0,1.0,0.3795984650753575,1.0
40,40,0.02094604413581106,False,1.0,0.8267998381484547,0.08727518389921275,0.3926689733030202
41,41,0.0009490728098494252,True,0.04745364049247126,0.044606422062922986,0.011863410123117814,0.053375918156723
42,42,0.16231608063656772,True,1.0,1.0,0.33815850132618275,1.0
43,43,0.029957640187716687,True,1.0,1.0,0.10699157209898816,0.48137705234402495
44,44,0.049467903133967185,True,1.0,1.0,0.13741084203879775,0.6182395940453
45,45,0.0018109190548269733,True,0.09054595274134866,0.08330227652204077,0.01711194650704707,0.07699016107371372
46,46,5.331636257033206e-05,True,0.0026658181285166027,0.0026658181285166027,0.0026658181285166027,0.011994063154837253
47,47,0.0020534335808456484,True,0.10267167904228242,0.09240451113805417,0.01711194650704707,0.07699016107371372
48,48,0.005615479206587866,True,0.28077396032939334,0.24146560588327826,0.03509674504117416,0.1579074626472375
49,49,0.0025503745069050225,True,0.12751872534525113,0.11221647830382099,0.018216960763607303,0.08196184711575963
50,50,0.00019779178098931456,True,0.009889589049465727,0.009494005487487099,0.0032965296831552427,0.014831763948413472
