,omni,mdmr,stats,node,label,n_signal_vertices,generating_func
0,0.32245019563795335,0.22851014609726714,1.471652367288508e-19,0,0,40,generate_graphs_4
1,0.5219618575123285,0.9026413799586566,6.642868007416178e-19,1,0,40,generate_graphs_4
2,0.6646724508286994,0.47153733822315136,1.3295957110125799e-10,2,0,40,generate_graphs_4
3,0.18298025170035867,0.11234897949964111,2.998905755663484e-12,3,0,40,generate_graphs_4
4,0.1156370464800065,0.7671643291590095,3.8937450751750814e-20,4,0,40,generate_graphs_4
5,0.6140886424864735,0.8359165008573519,2.0542015929276918e-28,5,0,40,generate_graphs_4
6,0.8675863992035007,0.47356129557789706,1.193661651777195e-18,6,0,40,generate_graphs_4
7,0.20645199410736192,0.20952196675890838,1.490573521003901e-15,7,0,40,generate_graphs_4
8,0.5233350499764433,0.8313163866779253,4.43655779214238e-25,8,0,40,generate_graphs_4
9,0.6378915417074436,0.7435682961495003,1.4798152442163572e-18,9,0,40,generate_graphs_4
10,0.1773947947931067,0.4929133574824972,1.616183266313237e-20,10,0,40,generate_graphs_4
11,0.5236336104615227,0.1818964434340853,5.175267912551306e-17,11,0,40,generate_graphs_4
12,0.4593237155058275,0.05188761525890752,4.983182063867252e-19,12,0,40,generate_graphs_4
13,0.47696080316164013,0.19886426535746868,1.1674162057577714e-22,13,0,40,generate_graphs_4
14,0.106230228363679,0.5110119729062585,7.933623391678394e-26,14,0,40,generate_graphs_4
15,0.6753757958711641,0.8767003133326065,2.308530882965006e-22,15,0,40,generate_graphs_4
16,0.23906280541365732,0.8106525661515382,1.1864543106284325e-17,16,0,40,generate_graphs_4
17,0.9038955894527277,0.1782803605614577,2.322444630625944e-22,17,0,40,generate_graphs_4
18,0.9612265629121917,0.8942554083776609,6.314648947723637e-20,18,0,40,generate_graphs_4
19,0.7449470175287516,0.26966222870563206,9.433375503783991e-15,19,0,40,generate_graphs_4
20,0.006708312533278344,0.481785866806946,1.468807658464201e-17,20,0,40,generate_graphs_4
21,0.05859982700559703,0.4856241751741735,1.4001733644441407e-27,21,0,40,generate_graphs_4
22,0.23224577763699922,0.06196174402822379,9.045717224353727e-20,22,0,40,generate_graphs_4
23,0.6218881164408588,0.7485467565181358,1.0787947763322254e-23,23,0,40,generate_graphs_4
24,0.72331330730505,0.7476760249924641,5.211452628022733e-16,24,0,40,generate_graphs_4
25,0.4313047592086662,0.30740338032565145,6.647735252824202e-13,25,0,40,generate_graphs_4
26,0.575785997252768,0.9751443068462425,5.020592470921549e-22,26,0,40,generate_graphs_4
27,0.16147130452167835,0.1437016719665137,2.9701923195095177e-15,27,0,40,generate_graphs_4
28,0.669961957196149,0.6164609063455777,1.9416451981232504e-22,28,0,40,generate_graphs_4
29,0.1711679017119023,0.910191741204344,2.8712717160206234e-26,29,0,40,generate_graphs_4
30,4.044155733413064e-36,6.416272870095579e-13,2.5910651185904673e-65,30,1,40,generate_graphs_4
31,5.0554702314607065e-34,1.5046381545688268e-12,2.9796443497961755e-63,31,1,40,generate_graphs_4
32,1.678089737628089e-33,1.2344210896375974e-15,6.195601168160968e-57,32,1,40,generate_graphs_4
33,4.869192687084836e-33,7.534867893117742e-11,2.0488144694739194e-53,33,1,40,generate_graphs_4
34,4.0836892137142135e-39,2.4341494499995693e-20,2.5379688475827454e-62,34,1,40,generate_graphs_4
35,1.8594649161632693e-35,4.422940328980288e-17,1.1717668580344586e-60,35,1,40,generate_graphs_4
36,6.949424442327652e-37,2.665973655860359e-13,3.927543905041637e-67,36,1,40,generate_graphs_4
37,4.386931304543852e-28,3.267195040408845e-08,1.2680527213129833e-64,37,1,40,generate_graphs_4
38,1.5922576576630644e-23,4.279650865519331e-12,5.061548835864499e-47,38,1,40,generate_graphs_4
39,2.1176014992486437e-35,4.4654502857825496e-12,3.927846586714471e-67,39,1,40,generate_graphs_4
40,2.9960766083424665e-34,8.773563244165711e-14,4.908933193573917e-66,40,1,40,generate_graphs_4
41,1.5394264154658104e-27,2.7185395378894054e-13,1.0520005637905633e-43,41,1,40,generate_graphs_4
42,1.5656485706407588e-28,7.695672512810097e-10,3.252156793407799e-62,42,1,40,generate_graphs_4
43,3.3667994577956124e-34,2.45991888480263e-13,4.0921713684210784e-61,43,1,40,generate_graphs_4
