,omni,mdmr,stats,nbs_dcorr,nbs_ttest,node,label,n_signal_vertices,generating_func
0,0.4081550826870266,0.8419311632021291,0.5884986600790643,1.0,1.0,0,0,10,generate_graphs_4
1,0.3999193933300663,0.7062798258704703,0.8300179140314602,1.0,1.0,1,0,10,generate_graphs_4
2,0.6083145111459924,0.5870343309709933,0.18500397654145723,1.0,1.0,2,0,10,generate_graphs_4
3,0.15774455377275765,0.8020005600894278,0.41946102258873064,1.0,1.0,3,0,10,generate_graphs_4
4,0.004500152153874295,0.3963913709235934,0.4463710811472218,1.0,1.0,4,0,10,generate_graphs_4
5,0.09826353302005247,0.22996634103426344,0.71659818044739,1.0,1.0,5,0,10,generate_graphs_4
6,0.022646748024035303,0.31628155288678944,0.03584053033749379,1.0,1.0,6,0,10,generate_graphs_4
7,0.3436298331425569,0.14330884223528934,0.014102364869286387,1.0,1.0,7,0,10,generate_graphs_4
8,0.05767406747188943,0.9583364801139362,0.1644474481391798,1.0,1.0,8,0,10,generate_graphs_4
9,0.8541654094754061,0.5271428466422021,0.45247711307431693,1.0,1.0,9,0,10,generate_graphs_4
10,0.07276726144394016,0.12521329345505072,0.1147834033357489,1.0,1.0,10,0,10,generate_graphs_4
11,0.0665613311061823,0.12483946498608735,0.23317370219990124,1.0,1.0,11,0,10,generate_graphs_4
12,0.3080809934283922,0.3654795299700588,0.1747215006381317,1.0,1.0,12,0,10,generate_graphs_4
13,0.1426743469743216,0.05752340501732715,0.20278198052621155,1.0,1.0,13,0,10,generate_graphs_4
14,0.04660630620608443,0.8074402133427292,0.1465109013974047,1.0,1.0,14,0,10,generate_graphs_4
15,0.00691183546077419,0.3045343080417003,0.36870937244097546,1.0,1.0,15,0,10,generate_graphs_4
16,0.15899574661907076,0.32268098583465876,0.2528253012195437,1.0,1.0,16,0,10,generate_graphs_4
17,0.004471247460920993,0.37141129026312486,0.9060157125949012,1.0,1.0,17,0,10,generate_graphs_4
18,0.9104630028403522,0.7659556518569487,0.339109564258095,1.0,1.0,18,0,10,generate_graphs_4
19,0.39827482546231285,0.9519151693921065,0.7651104277660437,1.0,1.0,19,0,10,generate_graphs_4
20,0.04559474073044783,0.3764681926260073,0.4125457536851359,1.0,1.0,20,0,10,generate_graphs_4
21,0.4683014692930412,0.23127398214512557,0.23844488612307274,1.0,1.0,21,0,10,generate_graphs_4
22,0.033264326897374984,0.8769827945321756,0.2815097754609568,1.0,1.0,22,0,10,generate_graphs_4
23,0.29800680473478974,0.37151890723897385,0.4375993140953678,1.0,1.0,23,0,10,generate_graphs_4
24,0.5049750920833967,0.040166132542264595,0.11022632782645163,1.0,1.0,24,0,10,generate_graphs_4
25,0.07304456828486318,0.5143508661843866,0.0008063039577090224,1.0,1.0,25,0,10,generate_graphs_4
26,0.8706115175012843,0.994126597893029,0.8119906587486182,1.0,1.0,26,0,10,generate_graphs_4
27,0.03287416943853963,0.03555335842698524,0.8924194050705504,1.0,1.0,27,0,10,generate_graphs_4
28,0.04815156236024127,0.06467610998501541,0.2943382362491064,1.0,1.0,28,0,10,generate_graphs_4
29,0.06896342064270423,0.24065085370950418,0.4638224138416257,1.0,1.0,29,0,10,generate_graphs_4
30,0.7457744133130607,0.8464096114136468,0.659841831888074,1.0,1.0,30,0,10,generate_graphs_4
31,0.20615518200240804,0.2617937300889009,0.08185826716635733,1.0,1.0,31,0,10,generate_graphs_4
32,0.04823123469151235,0.5963466297513796,0.07501724546925793,1.0,1.0,32,0,10,generate_graphs_4
33,0.5471236300199741,0.21609071915531342,0.0998238658097533,1.0,1.0,33,0,10,generate_graphs_4
34,0.4733780818043951,0.6456948050053534,0.9786224541002566,1.0,1.0,34,0,10,generate_graphs_4
35,0.7039532426506886,0.299299008835781,0.010342404891730212,1.0,1.0,35,0,10,generate_graphs_4
36,0.15435657536816608,0.6201170236652163,0.24713468558374707,1.0,1.0,36,0,10,generate_graphs_4
37,0.3694013748394317,0.3924792382186439,0.9006318411470985,1.0,1.0,37,0,10,generate_graphs_4
38,0.013195228603265493,0.3008206302064892,0.00850321702495542,1.0,1.0,38,0,10,generate_graphs_4
39,0.07787860214776868,0.09206627503414169,0.1328171085455699,1.0,1.0,39,0,10,generate_graphs_4
40,0.007115328564287362,0.404937523922672,0.08793000522490994,1.0,1.0,40,1,10,generate_graphs_4
41,0.29868402063029426,0.6436961692629373,0.011412304832341198,1.0,1.0,41,1,10,generate_graphs_4
42,0.0005180831686687602,0.18399792506026671,0.006849298328248403,1.0,1.0,42,1,10,generate_graphs_4
43,0.014842176975423853,0.5111266863910026,0.12633754840836017,1.0,1.0,43,1,10,generate_graphs_4
44,0.00043803689651403395,0.5076247711947013,0.019465659364921364,1.0,1.0,44,1,10,generate_graphs_4
45,6.920990201249781e-06,0.15997756196966087,0.11166721548590207,1.0,1.0,45,1,10,generate_graphs_4
46,0.0018492163438425322,0.19098260373120654,0.04697104399049928,1.0,1.0,46,1,10,generate_graphs_4
47,0.0314782677046683,0.13076609339373266,0.42793444083884136,1.0,1.0,47,1,10,generate_graphs_4
48,0.0001301282744215134,0.11176284374871658,0.11997211058037766,1.0,1.0,48,1,10,generate_graphs_4
49,0.14339851389770952,0.25488070770445864,0.41104589571089295,1.0,1.0,49,1,10,generate_graphs_4
