,omni,mdmr,stats,nbs_dcorr,nbs_ttest,node,label,n_signal_vertices,generating_func
0,0.16314376022093455,0.5484976659096519,9.972220004338273e-05,0.165,1.0,0,0,20,generate_graphs_1
1,0.9709563314080167,0.6513200154774211,1.5550287929042604e-06,1.0,1.0,1,0,20,generate_graphs_1
2,0.5936393611351853,0.9831962876370862,2.759106870867225e-09,0.165,1.0,2,0,20,generate_graphs_1
3,0.18619929215919315,0.9410834643470407,4.22191296025773e-07,1.0,1.0,3,0,20,generate_graphs_1
4,0.44798175418392616,0.1292430792394618,0.0005965862600162724,0.165,1.0,4,0,20,generate_graphs_1
5,0.4071184350658247,0.14320270717964165,2.333117840174418e-09,1.0,1.0,5,0,20,generate_graphs_1
6,0.9664907598488205,0.5732881016418303,0.00011169222358379315,1.0,1.0,6,0,20,generate_graphs_1
7,0.11105200035485696,0.7335145143260995,6.880945068810431e-06,1.0,1.0,7,0,20,generate_graphs_1
8,0.005122749626334469,0.6478083487290671,4.0606196370059135e-08,0.775,1.0,8,0,20,generate_graphs_1
9,0.033259119566897206,0.6796402728945947,0.00010468499237411614,0.165,1.0,9,0,20,generate_graphs_1
10,0.24272735488825628,0.05480465085640399,1.7198894312520054e-06,0.775,1.0,10,0,20,generate_graphs_1
11,0.22626809643430834,0.19626748470151256,1.2791983500042802e-06,1.0,1.0,11,0,20,generate_graphs_1
12,0.5041556719459768,0.959866845405235,0.00012677427788712728,1.0,1.0,12,0,20,generate_graphs_1
13,0.9038464808522821,0.5201134555598952,0.0001123645521363491,1.0,1.0,13,0,20,generate_graphs_1
14,0.06685349511276341,0.7682539186559882,0.001387939046617294,1.0,1.0,14,0,20,generate_graphs_1
15,0.8112633182848762,0.8884560284083233,0.08443839615784818,1.0,1.0,15,0,20,generate_graphs_1
16,0.00485103468988127,0.2410907829440342,3.7481491636821427e-07,1.0,1.0,16,0,20,generate_graphs_1
17,0.00302603249298172,0.10116099718417176,0.0010774085125946254,0.775,1.0,17,0,20,generate_graphs_1
18,0.2288869103647461,0.7176950739109738,3.6459557407101065e-05,1.0,1.0,18,0,20,generate_graphs_1
19,0.1853901769091584,0.18197904647585217,9.244918043184797e-08,1.0,1.0,19,0,20,generate_graphs_1
20,0.059284337764946,0.44896284225033106,0.0012685384135188828,1.0,1.0,20,0,20,generate_graphs_1
21,0.011868337543056157,0.1991073628895261,5.022954499021743e-11,1.0,1.0,21,0,20,generate_graphs_1
22,0.24334910745557004,0.622933089231233,3.627125640981344e-06,0.165,1.0,22,0,20,generate_graphs_1
23,0.8635114864061492,0.8284470396920953,3.298941797494124e-08,1.0,1.0,23,0,20,generate_graphs_1
24,0.5399402510900275,0.8597818355107849,0.0003162816344771914,0.775,1.0,24,0,20,generate_graphs_1
25,0.043527706036802685,0.3336738966469997,0.00841452746009758,0.165,1.0,25,0,20,generate_graphs_1
26,0.6023011953686404,0.8876324607114248,0.013341524601700584,1.0,1.0,26,0,20,generate_graphs_1
27,0.03814442348416202,0.8485122321314551,0.00040258024866493455,0.775,1.0,27,0,20,generate_graphs_1
28,0.19147692824001658,0.8215354933783079,6.233414510615644e-07,1.0,1.0,28,0,20,generate_graphs_1
29,0.28327517117277173,0.5056402557726706,3.497255554256482e-06,1.0,1.0,29,0,20,generate_graphs_1
30,0.004155520520877114,0.5990694769696745,1.606390607096926e-09,0.165,1.0,30,1,20,generate_graphs_1
31,8.943838040675275e-05,0.05288285835264086,1.352041677368632e-08,1.0,1.0,31,1,20,generate_graphs_1
32,9.700001722366979e-07,0.017934086618100035,2.121177574877934e-06,1.0,1.0,32,1,20,generate_graphs_1
33,2.9029760667417925e-07,0.13630759074309715,9.123142127451763e-08,0.775,1.0,33,1,20,generate_graphs_1
34,1.1584802751219062e-06,0.003652891667505848,3.207954492481453e-09,1.0,1.0,34,1,20,generate_graphs_1
35,2.6309997435152655e-05,0.15191432832587387,1.412841464141322e-07,1.0,1.0,35,1,20,generate_graphs_1
36,0.0010076615189417394,0.01361315119056766,0.0001762008387655901,0.165,0.885,36,1,20,generate_graphs_1
37,6.323168357943705e-08,0.004450555447303178,7.202049965414617e-07,0.775,0.165,37,1,20,generate_graphs_1
38,0.0011675342787873036,0.05184011556204076,3.945532278579155e-06,0.165,1.0,38,1,20,generate_graphs_1
39,1.3600001881298206e-05,0.00025609226250099726,5.409626165061454e-08,0.165,1.0,39,1,20,generate_graphs_1
40,4.604320965687453e-08,0.029926690612549975,5.0206049429699515e-08,1.0,1.0,40,1,20,generate_graphs_1
41,3.262914962502996e-05,0.12954248877583838,7.069126881338508e-13,1.0,1.0,41,1,20,generate_graphs_1
42,0.0006359589299101978,0.5006186278036272,3.5804363685051866e-08,1.0,1.0,42,1,20,generate_graphs_1
43,0.00027205856386097613,0.31875999170738956,9.746051332215581e-10,1.0,0.165,43,1,20,generate_graphs_1
44,9.572740181723321e-08,0.04098800387771014,3.859821880663355e-09,1.0,0.885,44,1,20,generate_graphs_1
45,0.0009753923225118583,0.10516518291686838,0.00029334370282517485,1.0,1.0,45,1,20,generate_graphs_1
46,0.0001828954547304493,0.4299471907711457,4.8593096871649595e-09,1.0,1.0,46,1,20,generate_graphs_1
47,7.293050461036947e-07,0.00021883900181890546,1.5516511859582024e-10,0.775,0.165,47,1,20,generate_graphs_1
48,8.347264187880388e-05,0.4515958689430253,3.412460401923378e-12,1.0,1.0,48,1,20,generate_graphs_1
49,0.053478081361852746,0.7921263723010019,5.581456464700477e-12,1.0,1.0,49,1,20,generate_graphs_1
