,omni,mdmr,stats,node,label,n_signal_vertices,generating_func
0,0.8757280849045637,0.43915680795837636,1.3740170733618858e-24,0,0,40,generate_graphs_4
1,0.4129566726447056,0.16680696808010054,4.1169839954083276e-17,1,0,40,generate_graphs_4
2,0.6928354549297686,0.14561638854078618,1.3107210650536578e-18,2,0,40,generate_graphs_4
3,0.016576974401897416,0.31538668422552363,6.257442935183255e-23,3,0,40,generate_graphs_4
4,0.20482478850776642,0.4735277414521358,4.7232415446495326e-23,4,0,40,generate_graphs_4
5,0.9845430393427899,0.9086226600584064,4.251335914373868e-18,5,0,40,generate_graphs_4
6,0.047089137973078905,0.7134421730192343,5.183586298630543e-23,6,0,40,generate_graphs_4
7,0.8846221780314162,0.15954736719192764,4.777041516366969e-25,7,0,40,generate_graphs_4
8,0.7535725321153535,0.32347726318463155,5.444527827574898e-11,8,0,40,generate_graphs_4
9,0.1868717018754895,0.6798720301073637,8.586009917477228e-10,9,0,40,generate_graphs_4
10,0.4875418565896973,0.5902158542383662,3.6204458097275624e-12,10,0,40,generate_graphs_4
11,0.7126696780104712,0.11907123415812268,9.74302903251418e-22,11,0,40,generate_graphs_4
12,0.18780064856454715,0.7198163967141598,2.3788210813733338e-24,12,0,40,generate_graphs_4
13,0.10627895189073391,0.22620186246540586,8.462080362537603e-16,13,0,40,generate_graphs_4
14,0.15788519002746104,0.44524777582910235,1.2131621070270015e-18,14,0,40,generate_graphs_4
15,0.14871759617561386,0.2846282307401324,6.827798899816872e-17,15,0,40,generate_graphs_4
16,0.2778677224271338,0.7185097453401176,1.5886036616041668e-13,16,0,40,generate_graphs_4
17,0.9833471249933251,0.30549367265745403,3.389325492469773e-19,17,0,40,generate_graphs_4
18,0.3361610719161147,0.42211199248325976,1.2088362091774717e-19,18,0,40,generate_graphs_4
19,0.20392656326608005,0.19116192158926476,2.053802568526064e-18,19,0,40,generate_graphs_4
20,0.2310561236182192,0.18250768675777,2.48796896896605e-17,20,0,40,generate_graphs_4
21,0.7590500568349444,0.2340959257430262,2.0206275739418405e-20,21,0,40,generate_graphs_4
22,0.9365352806541238,0.8531906022803801,9.10547995234872e-16,22,0,40,generate_graphs_4
23,0.345278123740889,0.8028860293484835,1.1718486564065958e-18,23,0,40,generate_graphs_4
24,0.7565751177508488,0.6379996100985089,3.055862905026504e-17,24,0,40,generate_graphs_4
25,0.18657238549964975,0.6359462959898654,2.2755878730080144e-13,25,0,40,generate_graphs_4
26,0.8594398099099234,0.1741616984911142,3.8921175978797307e-16,26,0,40,generate_graphs_4
27,0.463606697384497,0.8788918485113487,5.773092334654883e-09,27,0,40,generate_graphs_4
28,0.7539476497801857,0.04043127555458473,5.714588188216109e-18,28,0,40,generate_graphs_4
29,0.9023896722607461,0.6233607187282968,5.899760102048513e-20,29,0,40,generate_graphs_4
30,4.426265303186447e-30,1.289240900204902e-12,2.0205571585690715e-57,30,1,40,generate_graphs_4
31,2.9955854442586055e-30,2.4940978568657914e-09,2.133537412248425e-47,31,1,40,generate_graphs_4
32,2.8092968710180506e-27,5.564478917350784e-10,2.7799327783219848e-62,32,1,40,generate_graphs_4
33,2.451208555870403e-31,6.44343879728088e-16,2.0055699654113802e-63,33,1,40,generate_graphs_4
34,2.605577192698227e-31,1.161755206932955e-13,2.0939925204955366e-59,34,1,40,generate_graphs_4
35,8.07908747149027e-28,4.77041491681992e-08,5.640279156668404e-59,35,1,40,generate_graphs_4
36,1.6536077518288318e-31,7.629654904605869e-12,6.238172420751331e-62,36,1,40,generate_graphs_4
37,1.8763101501191611e-31,5.4831612376688924e-12,1.304668630444297e-64,37,1,40,generate_graphs_4
38,5.496687210967368e-26,9.161708663156751e-10,4.364003074639862e-56,38,1,40,generate_graphs_4
39,2.755284976511656e-30,1.5761101408076428e-11,1.520664450613554e-62,39,1,40,generate_graphs_4
40,6.027315596362492e-28,6.108453745771341e-10,6.216988133909841e-59,40,1,40,generate_graphs_4
41,7.625026275843462e-32,4.469231461105025e-14,1.1443606521349632e-58,41,1,40,generate_graphs_4
42,3.8966597443917336e-34,4.341330678156106e-13,5.296007822688927e-57,42,1,40,generate_graphs_4
43,7.44143195952921e-30,1.8065917972065832e-07,6.586329524143302e-51,43,1,40,generate_graphs_4
44,7.901753978966053e-33,3.68364015746815e-14,1.1790409788934128e-58,44,1,40,generate_graphs_4
45,3.6402302818528922e-22,4.45293548238209e-07,2.6322657086054595e-53,45,1,40,generate_graphs_4
46,9.632747201179219e-29,4.958646814481429e-11,5.906682881889202e-60,46,1,40,generate_graphs_4
47,2.930661437884336e-29,5.571817053764026e-10,4.999445647706096e-44,47,1,40,generate_graphs_4
48,1.3499815623599252e-28,5.600340464025008e-10,3.957954009547691e-55,48,1,40,generate_graphs_4
49,9.181195460984527e-34,2.019647792033265e-14,1.6756333708360963e-61,49,1,40,generate_graphs_4
50,1.006558568611172e-31,2.4476558050996954e-11,2.769280440102227e-59,50,1,40,generate_graphs_4
51,5.542851451387506e-29,4.977169526820131e-12,6.478606720226005e-54,51,1,40,generate_graphs_4
52,2.0462920388409148e-33,3.78550721540427e-12,4.831842219386426e-61,52,1,40,generate_graphs_4
53,8.483623211703614e-29,5.676836928715294e-13,1.1511184793379618e-57,53,1,40,generate_graphs_4
54,8.24002606583747e-30,4.936106145964151e-10,6.03563619141944e-59,54,1,40,generate_graphs_4
55,9.310116413536822e-27,2.499307426266644e-10,1.6368069618156735e-59,55,1,40,generate_graphs_4
56,5.357186122784448e-32,6.987525650240497e-10,1.4584866334263015e-53,56,1,40,generate_graphs_4
57,2.4737084585248908e-30,9.791505262128443e-10,1.23651644606733e-54,57,1,40,generate_graphs_4
58,3.135875191521066e-30,7.542624733138035e-14,2.915271238923796e-65,58,1,40,generate_graphs_4
59,1.3640633132607007e-30,2.9951127416396155e-10,6.704105461910604e-60,59,1,40,generate_graphs_4
60,1.6549105229419307e-25,9.819166700109714e-09,8.558647897449615e-58,60,1,40,generate_graphs_4
61,4.719780731035687e-24,6.038163309060931e-09,2.9955578123914754e-52,61,1,40,generate_graphs_4
62,1.2670397670945044e-34,1.093927793744386e-16,3.026859047110462e-66,62,1,40,generate_graphs_4
63,4.4824313658595036e-26,1.8360398665247545e-08,1.2017394824639935e-55,63,1,40,generate_graphs_4
64,2.688772547853466e-26,1.900211800473472e-08,5.550284571755919e-57,64,1,40,generate_graphs_4
65,3.231050547812377e-34,1.89512941486189e-13,4.985193306150262e-63,65,1,40,generate_graphs_4
66,2.2559037300670164e-28,8.471972505941507e-14,7.675571653304888e-65,66,1,40,generate_graphs_4
67,1.003735402265139e-30,1.2242476515513264e-08,3.2759145779882413e-59,67,1,40,generate_graphs_4
68,7.14958484813906e-30,6.763409508189818e-10,1.4405644447329882e-54,68,1,40,generate_graphs_4
69,5.032980573110289e-40,1.1805233861878011e-17,4.0849583706648143e-66,69,1,40,generate_graphs_4
