,omni,mdmr,stats,node,label,n_signal_vertices,generating_func
0,0.0036736550191586487,0.8143287645395589,5.722967040102786e-38,0,0,40,generate_graphs_1
1,0.00010644155852252942,0.05260757083830174,3.4953674440433858e-37,1,0,40,generate_graphs_1
2,8.930187175171148e-05,0.267836581055456,6.427038045573295e-44,2,0,40,generate_graphs_1
3,0.017215485597774662,0.4660350028618489,4.831309248839048e-36,3,0,40,generate_graphs_1
4,0.010082071332606543,0.5126268715252589,2.745073760931992e-37,4,0,40,generate_graphs_1
5,0.0009667621350578846,0.48081957270495274,4.468930843181942e-30,5,0,40,generate_graphs_1
6,0.0004226352284145862,0.5293380346785131,4.3516066554112397e-33,6,0,40,generate_graphs_1
7,1.4639308766616582e-05,0.088301853007698,8.551444555422613e-31,7,0,40,generate_graphs_1
8,0.017079058895992327,0.3720251369003533,1.2031919391069135e-34,8,0,40,generate_graphs_1
9,2.9688906235162095e-05,0.06982343552713167,2.998779454456679e-42,9,0,40,generate_graphs_1
10,0.004334152015081784,0.6933184632657637,1.438996200476788e-41,10,0,40,generate_graphs_1
11,0.0009276796277986535,0.4615228835207548,4.966595531852496e-27,11,0,40,generate_graphs_1
12,0.0058262170942421105,0.8060969317540867,1.5021722799893683e-37,12,0,40,generate_graphs_1
13,1.3927646247650134e-07,0.06631036291958646,4.338364431308847e-37,13,0,40,generate_graphs_1
14,1.763842908827197e-05,0.4736483192696727,2.3200841131080147e-36,14,0,40,generate_graphs_1
15,8.1396793805713e-05,0.3002932052349438,2.9630966388230253e-44,15,0,40,generate_graphs_1
16,1.274457403144192e-05,0.0019581656856129896,3.689146478444102e-43,16,0,40,generate_graphs_1
17,2.086539293288207e-06,0.05146136991171332,2.086664703011282e-44,17,0,40,generate_graphs_1
18,0.004417951875418387,0.3088796832594462,7.256339169422543e-36,18,0,40,generate_graphs_1
19,3.552152090858633e-08,0.008287127557780773,1.3833103333680024e-44,19,0,40,generate_graphs_1
20,0.0004604710391664494,0.12114106528935517,1.3908667764227262e-32,20,0,40,generate_graphs_1
21,4.214497632216579e-08,0.03131537807691839,1.6386381147625544e-25,21,0,40,generate_graphs_1
22,0.0006511808879882953,0.4417398501921785,1.4674317528067066e-37,22,0,40,generate_graphs_1
23,1.0588066630811515e-06,0.2873157715571974,9.18685393999591e-39,23,0,40,generate_graphs_1
24,1.5670464072627695e-08,0.08116194655944411,1.7653594835597037e-41,24,0,40,generate_graphs_1
25,9.07602554266202e-05,0.3005978503359486,1.2882282491844038e-38,25,0,40,generate_graphs_1
26,1.3199543044376567e-06,0.038211637563686826,2.55056155244497e-48,26,0,40,generate_graphs_1
27,0.03215656152033884,0.5174518975841177,5.042360457734083e-44,27,0,40,generate_graphs_1
28,5.572329846484248e-05,0.27142056994399916,3.555407676030292e-39,28,0,40,generate_graphs_1
29,0.001485361622677501,0.6563931005833832,3.7877841207882904e-33,29,0,40,generate_graphs_1
30,1.83904245807616e-32,1.1625877339381188e-11,8.110983353715021e-76,30,1,40,generate_graphs_1
