,omni,mdmr,stats,nbs_dcorr,nbs_ttest,node,label,n_signal_vertices,generating_func
0,0.12160802724096781,0.370077068920821,0.14826179161815006,0.215,1.0,0,0,25,generate_graphs_4
1,0.017765203567238774,0.5444378994844769,0.0946086927371927,1.0,1.0,1,0,25,generate_graphs_4
2,0.0037476952465652115,0.7918335650069135,0.013000076811150594,1.0,1.0,2,0,25,generate_graphs_4
3,0.010993401968483685,0.43030319427113234,0.09439590480409694,0.0,1.0,3,0,25,generate_graphs_4
4,0.2884392466057884,0.7980279711840759,0.2009016176293695,0.215,1.0,4,0,25,generate_graphs_4
5,0.23418444533806207,0.07736610677832635,0.8365502711730506,0.215,1.0,5,0,25,generate_graphs_4
6,0.0020864547791883343,0.06920254228748643,0.8305205688048052,1.0,1.0,6,0,25,generate_graphs_4
7,0.12921619181350477,0.41949548350735355,0.2536749633205375,0.125,1.0,7,0,25,generate_graphs_4
8,0.0017665918357765197,0.29674716644894444,0.0035913928150392484,0.025,1.0,8,0,25,generate_graphs_4
9,0.031033137921607747,0.921803050667683,0.4142526891278911,0.025,1.0,9,0,25,generate_graphs_4
10,0.13240199080352127,0.8109642094948476,0.4975691634552035,1.0,1.0,10,0,25,generate_graphs_4
11,0.05424345334746651,0.16745637924130732,0.11098755468032499,1.0,1.0,11,0,25,generate_graphs_4
12,0.02497808639225881,0.7394821452885882,0.7411430366810393,1.0,1.0,12,0,25,generate_graphs_4
13,0.14611169506281566,0.2731657094131788,0.5339156426528562,1.0,1.0,13,0,25,generate_graphs_4
14,0.26346462395404097,0.7589977337131997,0.151837572771139,0.215,1.0,14,0,25,generate_graphs_4
15,0.061752836617033416,0.498468154777033,0.3336688580612237,0.125,1.0,15,0,25,generate_graphs_4
16,0.28419629120782747,0.478184260177751,0.33205069546423654,0.0,1.0,16,0,25,generate_graphs_4
17,0.016330421198435044,0.18195341658069974,0.6128140179116544,0.0,1.0,17,0,25,generate_graphs_4
18,0.008470917229735442,0.041716619806008194,0.20499292504359798,0.0,1.0,18,0,25,generate_graphs_4
19,0.3598115517620584,0.23435438002129866,0.940093720031416,0.0,1.0,19,0,25,generate_graphs_4
20,0.6287985675006305,0.9307032331884506,0.026828949583184877,0.0,1.0,20,0,25,generate_graphs_4
21,0.017918497240795642,0.5120950641031217,0.056793602341126556,1.0,1.0,21,0,25,generate_graphs_4
22,0.0199040550345499,0.07517684498725474,0.029857771971379458,0.215,0.17,22,0,25,generate_graphs_4
23,0.39376191221959833,0.0461442631060201,0.4102493385888212,1.0,1.0,23,0,25,generate_graphs_4
24,0.1783585654066654,0.9125777825179778,0.8810042785347738,0.0,1.0,24,0,25,generate_graphs_4
25,0.07760552332713498,0.27579633046429886,0.5804577206160785,1.0,1.0,25,1,25,generate_graphs_4
26,0.09345265577598844,0.7253204731378708,0.9733282418889077,0.125,0.865,26,1,25,generate_graphs_4
27,0.004226110672251312,0.42437132760196283,0.023703849670191478,0.0,1.0,27,1,25,generate_graphs_4
28,0.004762593595786188,0.6126486717676922,0.02479301669851341,1.0,1.0,28,1,25,generate_graphs_4
29,0.06720613462387445,0.06154628899993998,0.29187489377070686,0.125,0.865,29,1,25,generate_graphs_4
30,0.00015150250426638272,0.05047110500036905,0.4664726383930713,0.215,0.865,30,1,25,generate_graphs_4
31,0.022785514808582926,0.11015889982259776,0.3433368836216077,1.0,1.0,31,1,25,generate_graphs_4
32,3.529250914463711e-05,0.059139642085343176,0.626971013182226,0.125,1.0,32,1,25,generate_graphs_4
33,3.50294487950618e-07,0.014431575092096086,0.32776900200360115,0.215,0.865,33,1,25,generate_graphs_4
34,4.6467769084303655e-05,0.02612558664123233,0.10158761050862282,0.0,0.17,34,1,25,generate_graphs_4
35,0.00607100323792757,0.5472868222551059,0.9528176353288342,0.025,1.0,35,1,25,generate_graphs_4
36,0.0057342593589317405,0.14830361765437872,0.5736792397858519,0.125,0.865,36,1,25,generate_graphs_4
37,0.0014335820787143947,0.45376628935368885,0.11685265698134503,0.0,1.0,37,1,25,generate_graphs_4
38,0.06151968262474897,0.2298104108548474,0.3978642175217522,0.025,1.0,38,1,25,generate_graphs_4
39,0.07694707353773055,0.8328793200759388,0.34307956411966334,0.025,1.0,39,1,25,generate_graphs_4
40,0.00017104899656807533,0.018036666847296254,0.9540763845179322,1.0,1.0,40,1,25,generate_graphs_4
41,0.0006057418571660156,0.07253651543076871,0.28284166087965645,0.0,0.865,41,1,25,generate_graphs_4
42,0.016423760981727358,0.14268234366121507,0.098748953095927,0.215,1.0,42,1,25,generate_graphs_4
43,0.00010096803616565065,0.3134176998894054,0.9690874103965736,0.0,1.0,43,1,25,generate_graphs_4
44,0.020421682408688368,0.792270561710257,0.43714352839890125,0.0,1.0,44,1,25,generate_graphs_4
45,0.05653603386012436,0.18760540609696683,0.38024238697784424,0.0,1.0,45,1,25,generate_graphs_4
46,0.003930041256376645,0.617200441006388,0.6886506579268739,0.215,1.0,46,1,25,generate_graphs_4
47,0.0001647922948304813,0.1838524402913007,0.012880104880833134,0.125,1.0,47,1,25,generate_graphs_4
48,0.00702384995130082,0.8505286658992302,0.7662554224051316,1.0,1.0,48,1,25,generate_graphs_4
49,0.018722295192809296,0.1539549781287063,0.5640818700103905,1.0,0.17,49,1,25,generate_graphs_4
