,omni,mdmr,stats,node,label,n_signal_vertices,generating_func
0,1.4815214657956972e-05,0.19264151689773912,5.726175798499882e-48,0,0,40,generate_graphs_1
1,0.00038216604469444517,0.14681326911078377,2.440731820083974e-45,1,0,40,generate_graphs_1
2,4.2603237795853394e-05,0.0537842955427539,8.619276382427473e-47,2,0,40,generate_graphs_1
3,6.056734168780089e-07,0.08267241922051535,1.9114880082840776e-33,3,0,40,generate_graphs_1
4,2.732197138904137e-05,0.6968193800112251,2.260708594175058e-44,4,0,40,generate_graphs_1
5,1.1129689595425402e-06,0.01877629697357782,6.880402446115055e-45,5,0,40,generate_graphs_1
6,4.974046637075255e-06,0.000555476892862086,1.8801830946330206e-41,6,0,40,generate_graphs_1
7,3.378611829954782e-05,0.26911243194810563,6.835703680629037e-41,7,0,40,generate_graphs_1
8,6.77052306202398e-07,0.1357324088292013,2.998557793732824e-36,8,0,40,generate_graphs_1
9,2.0305811052786697e-06,0.00622390916070293,8.965457583647939e-41,9,0,40,generate_graphs_1
10,5.246495065462066e-07,0.08157746543728794,1.2933409521765252e-34,10,0,40,generate_graphs_1
11,0.0028685599199145713,0.3408293029410673,7.528424085195459e-37,11,0,40,generate_graphs_1
12,1.1750879815258814e-05,0.26354179968323144,2.1193696315752973e-33,12,0,40,generate_graphs_1
13,0.0007383080162134136,0.49359581891170423,1.283982189499966e-27,13,0,40,generate_graphs_1
14,0.005380806342362358,0.07155925453168632,2.4335193031276894e-40,14,0,40,generate_graphs_1
15,0.0002554259616478908,0.4026444835344343,2.998355411591279e-49,15,0,40,generate_graphs_1
16,2.342698620539675e-05,0.30799284223001494,2.8192881527233198e-43,16,0,40,generate_graphs_1
17,0.0009232410812633423,0.3116367594927066,4.756274961441314e-44,17,0,40,generate_graphs_1
18,0.0002549935079559881,0.11097479001236879,2.5067313166516113e-25,18,0,40,generate_graphs_1
19,2.2402510177694003e-06,0.07956437384551256,9.400819915462918e-38,19,0,40,generate_graphs_1
20,0.05517391748677127,0.11519555555842349,3.1539115159646167e-55,20,0,40,generate_graphs_1
21,0.0019751111998510653,0.1722873774345893,4.647571903541909e-41,21,0,40,generate_graphs_1
22,4.272185153694246e-06,0.3417662772162346,5.514638460240941e-41,22,0,40,generate_graphs_1
23,6.066866164213167e-06,0.03497413002342624,8.908923554195795e-52,23,0,40,generate_graphs_1
24,0.0001619427497390886,0.004130098498511712,6.88632075757758e-36,24,0,40,generate_graphs_1
25,0.0046162602893022675,0.30472558198614225,1.1902170474635975e-44,25,0,40,generate_graphs_1
26,1.593347295055729e-06,0.08992035909051159,1.4389942977509403e-40,26,0,40,generate_graphs_1
27,0.039045790564105724,0.7635581970074226,5.3827190881955175e-43,27,0,40,generate_graphs_1
28,6.969417812129849e-06,0.0034650342307983944,1.3239641312576167e-39,28,0,40,generate_graphs_1
29,3.3707154140072575e-07,0.15180613505744106,1.2948418489914354e-51,29,0,40,generate_graphs_1
30,7.308590442357081e-27,7.913569160782769e-10,9.372494679053362e-68,30,1,40,generate_graphs_1
31,5.929730548504322e-33,3.4370303030331046e-11,7.993099965706453e-75,31,1,40,generate_graphs_1
32,1.745784928791091e-26,6.12814084531209e-08,2.85152108820164e-68,32,1,40,generate_graphs_1
33,3.43660407871879e-32,1.5704524735052773e-11,1.1584342455397069e-70,33,1,40,generate_graphs_1
34,2.9541755300305425e-36,5.4940463446806345e-14,8.931078224098446e-82,34,1,40,generate_graphs_1
35,1.3394261274069372e-37,2.6194307526618397e-16,1.368737143335952e-76,35,1,40,generate_graphs_1
36,6.380854529426714e-36,8.273845600724219e-17,2.39025274249496e-83,36,1,40,generate_graphs_1
37,5.952904474283127e-34,4.828957767922412e-14,2.8939892305313003e-82,37,1,40,generate_graphs_1
38,8.141022492224536e-28,1.0909797391731387e-10,3.756115481333648e-56,38,1,40,generate_graphs_1
39,5.631777014686072e-34,7.165756763065272e-12,9.770793693703564e-77,39,1,40,generate_graphs_1
40,4.167810954342738e-30,4.508719594315274e-12,1.6621886713108583e-80,40,1,40,generate_graphs_1
41,3.273932647607891e-34,3.660534633536483e-16,6.1232207155885635e-83,41,1,40,generate_graphs_1
42,1.2034259402374922e-38,2.348778848365035e-14,5.178869509282623e-56,42,1,40,generate_graphs_1
43,2.182966670325236e-34,6.104198482575571e-15,7.384722515107841e-73,43,1,40,generate_graphs_1
44,7.853864357319316e-29,2.296399183900684e-10,1.627892703863617e-76,44,1,40,generate_graphs_1
45,3.987884072189288e-33,2.7916014688435516e-12,8.613601983592064e-71,45,1,40,generate_graphs_1
46,2.5937846189254617e-34,2.3096019744589444e-13,3.375819750211639e-76,46,1,40,generate_graphs_1
47,9.226489135151824e-26,4.269645285782237e-09,2.875183378387795e-76,47,1,40,generate_graphs_1
48,7.49183880845832e-33,7.088022288665049e-15,1.8814290253150185e-79,48,1,40,generate_graphs_1
49,2.864607292566534e-34,4.474652797031823e-14,1.3579235503390874e-80,49,1,40,generate_graphs_1
50,2.1592133470961905e-32,3.7369920094077224e-11,2.4733292325454692e-58,50,1,40,generate_graphs_1
51,1.0419159702202155e-39,3.6271084729375194e-17,1.1060289002016845e-76,51,1,40,generate_graphs_1
52,5.503108833123552e-37,4.0543972377979565e-18,7.632487068889375e-79,52,1,40,generate_graphs_1
53,2.0629824351974733e-33,8.739154737573465e-14,4.834347097125488e-77,53,1,40,generate_graphs_1
54,5.972118372331162e-36,1.0227980887047985e-14,2.665794161353463e-81,54,1,40,generate_graphs_1
55,1.158315598710898e-34,1.1433539924346752e-10,2.2933619759634756e-56,55,1,40,generate_graphs_1
56,6.295196354427666e-31,4.477284464893057e-12,3.393735299202036e-52,56,1,40,generate_graphs_1
57,7.024868970095844e-29,2.2097096900514314e-11,2.272534956128584e-72,57,1,40,generate_graphs_1
58,7.479158029875797e-31,3.793335888207236e-10,2.032858865167906e-79,58,1,40,generate_graphs_1
59,2.0770862884240144e-30,3.47896098021195e-10,5.242046712387745e-76,59,1,40,generate_graphs_1
60,1.8009437736492285e-33,3.9373206974559915e-12,1.2633366006860911e-74,60,1,40,generate_graphs_1
61,2.97886356407666e-35,2.19980515990078e-13,8.955969254186786e-88,61,1,40,generate_graphs_1
62,7.643060488161019e-38,8.936368332362685e-17,8.028158837557333e-55,62,1,40,generate_graphs_1
63,5.7413299630118535e-34,6.5392881148645385e-15,1.0139947740312281e-78,63,1,40,generate_graphs_1
64,1.5270719837784892e-27,2.866405077048924e-08,5.844030194875369e-65,64,1,40,generate_graphs_1
65,3.5130508780461333e-34,8.03856116199192e-10,6.836843653099519e-77,65,1,40,generate_graphs_1
66,5.805896353482531e-31,5.083504029284286e-10,9.335502352358939e-78,66,1,40,generate_graphs_1
67,1.1368835166163207e-24,3.3387853779767055e-12,1.6590126046601589e-71,67,1,40,generate_graphs_1
68,3.830792618228536e-37,1.0645461989176508e-13,4.696980456354097e-75,68,1,40,generate_graphs_1
69,5.841396651814599e-33,1.5025473326982612e-18,1.7899623076902523e-81,69,1,40,generate_graphs_1
