,omni,mdmr,stats,node,label,n_signal_vertices,generating_func
0,1.382151591958082e-05,0.13173235800061356,6.314067730485749e-29,0,0,30,generate_graphs_1
1,3.081204287223252e-05,0.050704629833665575,9.647843220962482e-27,1,0,30,generate_graphs_1
2,1.90905920725424e-06,0.002430289603522237,1.1614263007297059e-35,2,0,30,generate_graphs_1
3,1.2842686684227118e-06,0.07414747163387526,2.1923476084423878e-35,3,0,30,generate_graphs_1
4,0.0022326593513714915,0.05922797931484485,1.9635927216858433e-32,4,0,30,generate_graphs_1
5,1.695902450920878e-05,0.0025772654754667866,1.042230603476513e-19,5,0,30,generate_graphs_1
6,0.0041661139861125405,0.4292206454625567,3.204123533671611e-37,6,0,30,generate_graphs_1
7,0.0030135062690583077,0.5005868671091402,1.1969836969998694e-27,7,0,30,generate_graphs_1
8,0.006554529443708747,0.6576697678677956,4.7184217945711665e-30,8,0,30,generate_graphs_1
9,3.761990755646375e-05,0.2552422976512176,6.631414835909272e-35,9,0,30,generate_graphs_1
10,0.003543381675999852,0.5452452787140083,4.818547468143362e-28,10,0,30,generate_graphs_1
11,0.00132427315043793,0.3809497708073613,9.803388724261746e-35,11,0,30,generate_graphs_1
12,6.392664318871526e-07,0.5230811259714547,1.5762222842563562e-30,12,0,30,generate_graphs_1
13,2.248677899843192e-05,0.5209300336688477,1.7156707387288643e-34,13,0,30,generate_graphs_1
14,0.0005744581422915221,0.30584441988160005,2.814010483009493e-38,14,0,30,generate_graphs_1
15,1.0858853351680055e-05,0.5041828335964165,2.549634252636852e-39,15,0,30,generate_graphs_1
16,0.020944793519721915,0.3003650735385823,6.2255923120493284e-34,16,0,30,generate_graphs_1
17,4.520633271505478e-06,0.14550946814342133,4.616485831985988e-36,17,0,30,generate_graphs_1
18,8.766152569320057e-05,0.4817881920499477,1.6305516318255494e-31,18,0,30,generate_graphs_1
19,6.899138548828699e-07,0.6726710819691208,9.787833095381506e-21,19,0,30,generate_graphs_1
20,0.04225996824477011,0.2985796725409327,7.098346420797237e-35,20,0,30,generate_graphs_1
21,0.003219554650502361,0.2427505126704007,1.146591383220772e-32,21,0,30,generate_graphs_1
22,8.219320359487341e-05,0.009110766199046088,1.1272587807297805e-30,22,0,30,generate_graphs_1
