,omni,mdmr,stats,node,label,n_signal_vertices,generating_func
0,0.6368632438748933,0.001745732364098371,1.7367838601702928e-09,0,0,30,generate_graphs_4
1,0.6712819660692557,0.5498126712033512,1.0317521135012676e-08,1,0,30,generate_graphs_4
2,0.38993879810719945,0.8349019292285591,9.444073613192374e-14,2,0,30,generate_graphs_4
3,0.16801215165633554,0.26524286749127435,3.057340188240901e-16,3,0,30,generate_graphs_4
4,0.17489970123838983,0.6918868167154288,1.1953647056353804e-11,4,0,30,generate_graphs_4
5,0.7535359433655875,0.7025555095761533,1.3177948678997515e-14,5,0,30,generate_graphs_4
6,0.9900805018837167,0.8040021511308036,1.2864409139586102e-09,6,0,30,generate_graphs_4
7,0.5406600318440467,0.7973449903847936,9.770531109086114e-09,7,0,30,generate_graphs_4
8,0.0036562663882218857,0.010387019649241706,1.6075427788195197e-07,8,0,30,generate_graphs_4
9,0.9897550935025464,0.496233755143364,3.7913091573651566e-09,9,0,30,generate_graphs_4
10,0.8439525675762961,0.9401977012971552,2.2587647579862944e-07,10,0,30,generate_graphs_4
11,0.8013786200644166,0.1469003399893141,1.794515453596425e-07,11,0,30,generate_graphs_4
12,0.5319975750082273,0.2874205272258943,2.2823777922646765e-10,12,0,30,generate_graphs_4
13,0.9823884957161763,0.3242174565236358,1.958859896423085e-19,13,0,30,generate_graphs_4
14,0.0019717195952821164,0.5616108670208299,2.8823208628722655e-12,14,0,30,generate_graphs_4
15,0.3024488950895272,0.5095355027608806,1.0944478720738836e-16,15,0,30,generate_graphs_4
16,0.4539408026814732,0.06805005072362087,1.904869554471312e-16,16,0,30,generate_graphs_4
17,0.16457562175039558,0.259371081014332,8.243604239540971e-11,17,0,30,generate_graphs_4
18,0.03848036306070427,0.7427758798528988,1.2117510526423843e-10,18,0,30,generate_graphs_4
19,0.28633789081777256,0.8471827509377587,3.589641161532636e-11,19,0,30,generate_graphs_4
20,0.7798949415938986,0.8396597121666496,1.022422467903907e-11,20,0,30,generate_graphs_4
21,0.8239962250435707,0.4915929526207472,4.4274729966061847e-13,21,0,30,generate_graphs_4
22,0.6580412273237863,0.4136253981236249,5.969997581699959e-10,22,0,30,generate_graphs_4
